Longitude,Jan,Feb,Nov,Dec,Jan_std,Feb_std,Nov_std,Dec_std
0.0,-58.22628402709961,-58.22628402709961,-52.558837890625,-55.77960014343262,2.0329871038294485,3.1853124051957984,1.2391973381170331,1.6549559976875927
0.5,-58.22628402709961,-58.22628402709961,-52.558837890625,-56.05677032470703,1.9633019590842309,3.146991002627504,1.148924102965379,1.5590471175331955
1.0,-58.22628402709961,-58.35695171356201,-52.86071014404297,-56.05677032470703,1.9166321698251567,3.126825020165753,1.1126206500706683,1.502369219562837
1.5,-58.22628402709961,-58.22628402709961,-53.16258239746094,-56.05677032470703,1.8946792446034169,3.125165935921244,1.1354754037683816,1.4894077433281938
2.0,-58.22628402709961,-58.22628402709961,-53.16258239746094,-56.05677032470703,1.8739063034270835,3.1141027918195987,1.0660250028134595,1.4494226617075034
2.5,-58.22628402709961,-58.22628402709961,-53.46026611328125,-56.05677032470703,1.870037762575389,3.118614808627372,1.035293437713382,1.448860622029907
3.0,-58.22628402709961,-58.22628402709961,-53.46026611328125,-55.91616439819336,1.9070711669672025,3.2103311327106607,0.9910106316355379,1.4588401220017384
3.5,-58.22628402709961,-58.22628402709961,-53.75794982910156,-55.77555847167969,1.9691896677668879,3.3338653828401434,0.9786014770399493,1.487059136352626
4.0,-58.22628402709961,-58.487619400024414,-53.609107971191406,-55.77555847167969,1.9959156268730247,3.342051593413525,0.8803711561892968,1.4823901256777199
4.5,-58.22628402709961,-58.74895477294922,-53.75794982910156,-55.494346618652344,2.0566179601101515,3.428097045921175,0.8260093647651362,1.5374173612507949
5.0,-58.22628402709961,-58.74895477294922,-53.75794982910156,-55.20906066894531,2.10178118992807,3.4630023514407955,0.752759333384825,1.5574405266932005
5.5,-58.22628402709961,-58.74895477294922,-53.75794982910156,-55.20906066894531,2.157968615481755,3.510035246394684,0.7026674793672456,1.6068886363727197
6.0,-58.22628402709961,-58.98331069946289,-53.46026611328125,-55.0664176940918,2.1689911217145226,3.4418674166684147,0.6718120509887787,1.657975423275654
6.5,-58.22628402709961,-59.263885498046875,-53.16258239746094,-54.92377471923828,2.189744099954544,3.4065177440491117,0.6639185021139068,1.7298494988805535
7.0,-58.487619400024414,-59.263885498046875,-53.16258239746094,-55.20497131347656,2.188156884473497,3.3426637898879896,0.6257893602374465,1.7045042616718993
7.5,-58.74895477294922,-59.263885498046875,-53.16258239746094,-55.494346618652344,2.217493213527218,3.3182485337679894,0.644864467820562,1.729571198386763
8.0,-58.74895477294922,-59.51751708984375,-53.16258239746094,-55.494346618652344,2.210979901798179,3.237901124296159,0.6450290990575785,1.72825850788818
8.5,-58.74895477294922,-59.771148681640625,-53.16258239746094,-55.494346618652344,2.215599309470564,3.2239232869870875,0.6818018190957974,1.7667205045712848
9.0,-58.74895477294922,-59.771148681640625,-53.16258239746094,-55.494346618652344,2.1391626894331215,3.1521750862567814,0.6804095693692293,1.739597484143258
9.5,-58.74895477294922,-59.771148681640625,-53.16258239746094,-55.494346618652344,2.082792981058886,3.139167761625412,0.7092804077337241,1.7329726650843562
10.0,-58.74895477294922,-59.771148681640625,-53.16258239746094,-55.494346618652344,1.9589566244192735,3.000105517463404,0.6949728047621514,1.7349802925544628
10.5,-58.74895477294922,-59.771148681640625,-53.16258239746094,-55.494346618652344,1.8905811718522305,3.0030781854564395,0.7262176970826181,1.7830950922434594
11.0,-58.74895477294922,-59.896066665649414,-53.16258239746094,-55.77555847167969,1.8255560515660503,2.9020432573935206,0.7730063084256897,1.7570869722564506
11.5,-58.74895477294922,-60.0209846496582,-53.16258239746094,-56.05677032470703,1.776084522016051,2.8371341827625076,0.8424370720582594,1.747021135175894
12.0,-58.74895477294922,-60.0209846496582,-53.16258239746094,-56.05677032470703,1.7219489947655577,2.801625890512926,0.8899909572156921,1.703974940871571
12.5,-58.74895477294922,-60.27082061767578,-53.16258239746094,-56.05677032470703,1.6812694220217606,2.7895312225403,0.958800905066024,1.6970877800058735
13.0,-58.74895477294922,-60.14590263366699,-53.16258239746094,-56.32991409301758,1.6342743007340852,2.8020917532618297,1.0030744643419822,1.6342992394890006
13.5,-58.74895477294922,-60.27082061767578,-53.16258239746094,-56.61111068725586,1.6063068939970666,2.891037862654229,1.089225701066889,1.6073121616178938
14.0,-58.74701976776123,-60.27082061767578,-53.16258239746094,-56.61111068725586,1.5814785977259493,2.8391621790801436,1.0967057811307421,1.5750802789846208
14.5,-58.74895477294922,-60.27082061767578,-53.16258239746094,-56.61111068725586,1.5716560125732058,2.800993363375365,1.1278541618357583,1.5619740375383417
15.0,-58.61635208129883,-60.51315879821777,-53.46026611328125,-56.61111068725586,1.5340694706967428,2.8002826713249913,1.1626626122546126,1.461558559013803
15.5,-58.487619400024414,-60.76297378540039,-53.75794982910156,-56.61111068725586,1.5094252266776929,2.8435342337075302,1.2588868836643428,1.394739986657114
16.0,-58.487619400024414,-60.516897201538086,-53.46026611328125,-56.61111068725586,1.4898033408444489,2.8113604654955187,1.2569980321692278,1.3611330075818246
16.5,-58.22628402709961,-60.516897201538086,-53.75794982910156,-56.61111068725586,1.4858326931180352,2.8239409914278486,1.3126179191613487,1.3589990189249572
17.0,-58.22628402709961,-60.88415336608887,-53.75794982910156,-56.61111068725586,1.4721821881109647,2.870316080767709,1.2861677041572768,1.3342614873637573
17.5,-58.22628402709961,-60.76297378540039,-53.75794982910156,-56.61111068725586,1.47671962415735,2.953769138469135,1.2997008706150015,1.3323435588457089
18.0,-58.22628402709961,-61.124671936035156,-53.75794982910156,-56.61111068725586,1.4959082842761644,3.002693790987704,1.2413351303693823,1.2626819013731343
18.5,-58.22628402709961,-61.48637008666992,-53.75794982910156,-56.61111068725586,1.5356384661925868,3.0695228910627215,1.2261377879472783,1.2243017363933666
19.0,-58.22628402709961,-61.36703109741211,-53.75794982910156,-56.333940505981445,1.581268727740937,3.098572537731738,1.172112409902344,1.2053731692538332
19.5,-58.22628402709961,-61.48637008666992,-53.75794982910156,-56.05677032470703,1.640874531496058,3.146866438156188,1.1490001149236349,1.2129906995021758
20.0,-58.22628402709961,-61.24215221405029,-53.75794982910156,-56.05677032470703,1.68563809804336,3.157053938667609,1.1118816459173466,1.2217574844702304
20.5,-58.22628402709961,-61.2476921081543,-53.75794982910156,-56.05677032470703,1.7452544538930528,3.1785968049425786,1.0987215742049867,1.256949703639551
21.0,-58.22628402709961,-61.124671936035156,-53.75794982910156,-55.77555847167969,1.7751227522889688,3.1842745308744647,1.054335205290434,1.2675792397257792
21.5,-58.22628402709961,-60.76297378540039,-53.75794982910156,-55.494346618652344,1.83522477016065,3.248213760101543,1.0682330206526585,1.3446928802325613
22.0,-58.22628402709961,-61.12651252746582,-53.75794982910156,-55.494346618652344,1.9026406513228125,3.2305581257298606,1.0385674806695289,1.3569734750033824
22.5,-58.22628402709961,-61.2476921081543,-53.75794982910156,-55.494346618652344,2.007337419334792,3.229840765928992,1.0223266980602486,1.3870222705593425
23.0,-58.22628402709961,-61.2476921081543,-53.75794982910156,-55.494346618652344,2.0203474074759553,3.192964490097821,1.0101428335117724,1.3627395185666733
23.5,-58.22628402709961,-61.2476921081543,-53.75794982910156,-55.494346618652344,2.0468201117723996,3.1801607790540687,1.0127064377680317,1.3511481287126945
24.0,-58.22628402709961,-61.2476921081543,-53.75794982910156,-55.494346618652344,2.0424936536713076,3.115583596853946,1.0068441845143326,1.2933205483296484
24.5,-58.22628402709961,-61.2476921081543,-53.75794982910156,-55.494346618652344,2.0681444435874785,3.0703918025462804,1.0358664872615502,1.2937927513800616
25.0,-58.487619400024414,-61.36703109741211,-53.75794982910156,-55.494346618652344,2.0369248201187116,2.990766210968478,1.0129303031496706,1.308588044442642
25.5,-58.74895477294922,-61.72504806518555,-53.75794982910156,-55.494346618652344,2.0208951723577067,2.9252762849453466,1.0215147239952982,1.3415904167338335
26.0,-58.74895477294922,-61.72504806518555,-53.75794982910156,-55.77555847167969,2.0137506313696916,2.8853824163994433,1.0291527643323821,1.332351353985001
26.5,-58.74895477294922,-61.72504806518555,-53.75794982910156,-56.05677032470703,2.018750987857513,2.9025224763995108,1.0623418110939686,1.3557056469192734
27.0,-58.74895477294922,-61.72504806518555,-54.05147171020508,-56.05677032470703,1.987905183628669,2.873738278170911,1.0612435175282893,1.3518358851344523
27.5,-58.74895477294922,-61.72504806518555,-53.75794982910156,-56.05677032470703,1.978767047469816,2.8759092450623642,1.1115488025485638,1.3753026708704923
28.0,-58.74895477294922,-61.72504806518555,-53.75794982910156,-56.05677032470703,1.9805072168711477,2.8801010306995365,1.099167336176298,1.3500371625318033
28.5,-58.74895477294922,-61.72504806518555,-53.75794982910156,-56.05677032470703,1.991135598727828,2.913244839127564,1.1097783852433096,1.341285180545021
29.0,-58.74895477294922,-61.72504806518555,-54.05147171020508,-56.05677032470703,1.990967537942804,2.89039773539091,1.078553948570302,1.3502853226711113
29.5,-58.74895477294922,-61.72504806518555,-54.344993591308594,-56.05677032470703,2.004652650661661,2.905381110892252,1.093612920670498,1.3987580078513628
30.0,-58.74895477294922,-61.72504806518555,-54.05147171020508,-56.05677032470703,2.031505405403812,2.910987423091548,1.0996973185028125,1.3925473642339583
30.5,-58.74895477294922,-61.72504806518555,-53.75794982910156,-56.05677032470703,2.075219510849255,2.9605562168466424,1.139700602131343,1.415715953422664
31.0,-58.618287086486816,-61.72504806518555,-53.75794982910156,-56.05677032470703,2.0561477848440255,2.9601033736351487,1.121794775116938,1.4192784004724384
31.5,-58.487619400024414,-61.72504806518555,-53.75794982910156,-56.05677032470703,2.043759767703124,2.974971487601955,1.1392499950852066,1.4393398506827701
32.0,-58.487619400024414,-62.19332504272461,-53.75794982910156,-56.19535541534424,2.0463715729854206,2.891789680378462,1.1834677841871075,1.4340469688545834
32.5,-58.487619400024414,-62.195125579833984,-53.75794982910156,-56.05677032470703,2.070108494550825,2.960350076741517,1.2489364962424125,1.4613818156093126
33.0,-58.618287086486816,-61.960086822509766,-53.75794982910156,-56.333940505981445,2.1054728757743217,2.9368235303545367,1.2503593439581284,1.441898528936102
33.5,-58.74895477294922,-61.72504806518555,-53.75794982910156,-56.333940505981445,2.1711289863415084,2.930857583896015,1.2735668808125065,1.4452724760568136
