Longitude,Jan,Feb,Nov,Dec,Jan_std,Feb_std,Nov_std,Dec_std
264.0,-70.80709037898366,-71.12104664655881,-67.3914966583252,-68.95805826008183,0.9753678601426236,1.1845107522386926,1.7146078128668163,1.531408854268545
264.5,-70.80676606043417,-71.12176067116724,-67.48672103881836,-69.13529319524584,0.9578435391168634,1.1487746184807563,1.7269183962464738,1.531352101748556
265.0,-70.96138391254212,-71.41764013314021,-67.48672103881836,-69.1353912793579,0.971833757638861,1.086616083166385,1.7265368855055714,1.553549271493695
265.5,-71.11762629709189,-71.42673704194917,-67.67716979980469,-69.13533787196631,0.9976042543819126,1.034290247979924,1.7350657499220905,1.5865326510448503
266.0,-71.2703184408915,-71.7152470052414,-67.48671913146973,-69.13528827787377,1.019891705380291,0.9815988252727099,1.7549458446847526,1.622892241216131
266.5,-71.42296003650661,-71.80441863357916,-67.29627227783203,-69.13523868680932,1.0554870653558621,0.9492266690276241,1.7826215326419421,1.6697177194039632
267.0,-71.57207496910154,-71.8718058055475,-67.39149475097656,-69.13518909423262,1.0511441896241402,0.926427926647181,1.8040248887200199,1.6855476749195402
267.5,-71.72112367534201,-72.01318553829736,-67.29627227783203,-69.13513950165472,1.0605207386013096,0.9171566837699614,1.8321856595623824,1.7071598303234083
268.0,-71.72409885697836,-71.89868117947935,-67.29627227783203,-69.13509753311608,1.020588619000946,0.909153455487964,1.8503203084738093,1.7274964974188114
268.5,-71.72356827402419,-72.0121539152474,-67.29627227783203,-69.13505557016556,0.9994117276275218,0.9090442246841134,1.8810259480460902,1.7532565282898254
269.0,-71.72306753671258,-71.87314676926496,-67.29627227783203,-69.30863923005516,0.9477005143246041,0.8974265470452221,1.9027542007636895,1.759621660615513
269.5,-71.72256747563641,-71.72562738704451,-67.29627227783203,-69.48233953819806,0.9207870511713688,0.8952758306533891,1.9298173816740487,1.7735775291098574
270.0,-71.72210104093786,-71.86629320564586,-67.19935989379883,-69.39568281676296,0.8455032888744011,0.8942876384431271,1.9519601639154212,1.77703147743687
270.5,-71.72163532098061,-71.7886478689573,-67.29627227783203,-69.48232120324539,0.812294439640353,0.9026634698385841,1.981557341328581,1.787316860025136
271.0,-71.8641737223441,-71.86738918750555,-67.19935989379883,-69.4823647191535,0.8345885805992684,0.9020263822634526,2.001465155922091,1.8185228011680712
271.5,-72.0095426546786,-72.0095426546786,-67.29627227783203,-69.48230749694822,0.8683098110668563,0.9116220252159484,2.0271689496281495,1.8704056002720781
272.0,-72.012508074695,-72.012508074695,-67.29627227783203,-69.65228035419578,0.8619312917075305,0.9183072687063588,2.049790754802401,1.8706106931332582
272.5,-72.01201934600053,-72.01201934600053,-67.29627227783203,-69.82244021751873,0.8627162640376106,0.9310044085306785,2.0790209416201537,1.8807656311539536
273.0,-72.1507605810358,-72.1507605810358,-67.29627227783203,-69.9890620999816,0.8686808065786366,0.946997963400216,2.1050449757234486,1.8906023314122655
273.5,-72.29261203240797,-72.29261203240797,-67.29627227783203,-69.9897657817053,0.890608035729481,0.9746256515075274,2.136487459907122,1.9286258505638023
274.0,-72.29578440990792,-72.29578440990792,-67.29627227783203,-70.07246543559461,0.8830992439165211,0.9961912942672242,2.1665650605562683,1.9538445502221444
274.5,-72.2952993364212,-72.2952993364212,-67.29627227783203,-70.15572120853443,0.8877076230608798,1.0225419778342988,2.2024965813070567,1.9881648400012628
275.0,-72.43049639436181,-72.43049639436181,-67.4867115020752,-70.39255902430173,0.9226436648607558,1.065204603016974,2.2363101688883504,1.9831004161482837
275.5,-72.56891509751253,-72.56891509751253,-67.6771469116211,-70.48215522158314,0.9817161114091265,1.1220904015436153,2.277373413526072,2.0368212524870004
276.0,-72.43620477445658,-72.57210516144737,-67.6771469116211,-70.4820521574566,0.9792267381799088,1.1473731423230176,2.303259620309623,2.0350110145761913
276.5,-72.56845414135954,-72.57005230920569,-67.6771469116211,-70.48194914176769,0.9853835932105266,1.1805001822353705,2.335565742458217,2.0417917757826824
277.0,-72.43500599212791,-72.43500599212791,-67.86433410644531,-70.48185754012992,0.9784670845798081,1.1856580781239197,2.358590761131127,2.0138389194707336
277.5,-72.29515393834043,-72.29515393834043,-67.6771469116211,-70.48176597062867,0.9833185100154671,1.1973656467231022,2.3901002687096957,1.993095636203322
278.0,-72.29268675661172,-72.29268675661172,-67.6771469116211,-70.48168962312769,0.9694814833391138,1.2078018594579438,2.3987292098633217,1.972117692020924
278.5,-72.29240028713791,-72.29240028713791,-67.6771469116211,-70.48161331288074,0.9656283137010163,1.223467743862942,2.4146168460731836,1.976490666773777
279.0,-72.15144900737047,-72.28059318475187,-67.77073860168457,-70.4815484261157,0.9576223550180039,1.2325432570978057,2.3895665331010725,1.9422063537450263
279.5,-72.00863611539506,-72.22869873526815,-67.86433029174805,-70.48148356240578,0.9613258366134474,1.2469256927429107,2.3739399828275527,1.9155019836843596
280.0,-72.00732530483458,-72.12929233668046,-67.86432647705078,-70.47844075105134,0.9818516101089909,1.2763164158272293,2.2927557987239515,1.9007456250814303
280.5,-72.00717256312082,-72.00804256161997,-68.05150604248047,-70.31841125635704,1.0277009791833667,1.3258267944591302,2.228977431423797,1.9122633545291141
281.0,-71.78899454068646,-71.93369263829435,-67.95626068115234,-70.31492095514633,1.0557952773849617,1.3421748971219543,2.137810507193581,1.8095061700802046
281.5,-71.71598653614694,-71.71643555366919,-67.6771469116211,-69.82205746456738,1.1759788938646396,1.40639708837076,2.063269689092571,1.757058172758895
282.0,-70.91675194648847,-71.71570599717357,-67.77073669433594,-69.6517850054178,1.158840086692442,1.4086850069007828,2.003401135383565,1.5794038076700947
282.5,-69.98867389784957,-71.69920363399208,-67.6771469116211,-69.48163392957468,1.2558510293872958,1.468549224559937,1.9543441079247401,1.4704135812603192
283.0,-69.90518251901551,-71.05812559100123,-67.5802993774414,-69.3080054399972,1.1153924102317354,1.4642335926423022,1.857398084299548,1.326839336973018
283.5,-69.82186126708984,-70.43603643241597,-67.29627227783203,-69.1343765258789,1.112168934747582,1.540151582617928,1.7729752793650904,1.2277327964001101
284.0,-69.65172682895275,-70.2410379441734,-67.3914909362793,-68.95730209350586,1.0829335047584872,1.549729887493728,1.7318594251463595,1.1688227417847379
284.5,-69.48159196646884,-69.68827561995064,-67.29627227783203,-68.78022766113281,1.1143781363966696,1.6279348473337967,1.7016734425009747,1.1328402151400017
