-179.0,nan
-172.1,-64.5
-161.8,-63.6
-148.5,-61.1
-137.3,-60.9
-123.6,-62.7
-110.7,-63.7
-99.6,-64.8
-92.3,-66.0
-78.3,-65.5
-68.9,-64.3
-59.3,-62.4
-54.4,-60.0
-36.5,-58.0
-22.1,-55.1
-13.0,-56.0
5.7,-55.4
17.7,-56.0
34.4,-56.9
43.4,-59.4
52.5,-60.4
72.4,-57.8
82.6,-58.2
90.8,-59.2
106.5,-60.5
118.3,-62.4
130.6,-61.3
146.3,-62.1
169.3,-63.9
179.0,nan
