-179.0,nan
-147.6, -69.0
-138.3, -68.4
-128.2, -68.5
-97.9, -70.3
-87.8, -69.7
-78.6, -68.8
-70.2, -68.0
-65.3, -65.6
-59.5, -63.6
-52.9, -62.9
-45.2, -63.5
-34.4, -62.8
-23.9, -68.4
-13.7, -70.6
-3.7, -69.0
6.4, -69.0
15.6, -67.8
25.7, -68.3
50.8, -65.9
61.7, -65.8
71.8, -66.0
81.0, -65.2
91.1, -64.6
95.3, -65.6
102.0, -65.1
110.5, -65.8
123.1, -65.7
134.0, -65.9
145.0, -66.3
152.6, -67.2
158.6, -68.7
179.0,nan
