Longitude,Jan,Feb,Nov,Dec,Jan_std,Feb_std,Nov_std,Dec_std
0.0,-68.43671612303524,-77.77420043945312,-57.15742874145508,-68.7926254272461,32.16102121838535,61.229878526912564,1.7349509373854421,4.012558560053995
0.5,-68.43377221829542,-77.77420043945312,-57.15742874145508,-68.7926254272461,32.04971784920965,61.0795285106797,1.7349509373854421,4.012558560053995
1.0,-68.43082831355557,-77.77420043945312,-57.15742874145508,-68.7926254272461,31.938692777812072,60.929189852415746,1.7349509373854421,4.012558560053995
1.5,-68.42788440881574,-77.77420043945312,-57.15742874145508,-68.7926254272461,31.82794891654168,60.77886263640374,1.7349509373854421,4.012558560053995
2.0,-68.42494050407589,-77.77420043945312,-57.15742874145508,-68.7926254272461,31.717489210993836,60.62854694775612,1.7349509373854421,4.012558560053995
2.5,-68.5138453527704,-77.77420043945312,-57.15742874145508,-68.7926254272461,31.62871252636455,60.47824287242501,1.7349509373854421,4.066524967891731
3.0,-68.6028220845921,-77.77420043945312,-57.15742874145508,-68.7926254272461,31.54004002934048,60.32795049721237,1.7349509373854421,4.122920678232218
3.5,-68.69179881641381,-77.77420043945312,-57.15742874145508,-68.7926254272461,31.451455635200926,60.17766990978056,1.7349509373854421,4.181607796743155
4.0,-68.7807755482355,-77.77420043945312,-57.15742874145508,-68.7926254272461,31.362960090483252,60.0274011986629,1.7349509373854421,4.242491232147899
4.5,-68.78084945678711,-77.77420043945312,-57.15742874145508,-68.60893667027847,31.26339902859052,59.87714445327436,2.2955850392838975,4.284522489009224
5.0,-68.78084945678711,-77.77420043945312,-57.15742874145508,-68.42509520533739,31.1638292845449,59.72689976392258,3.022033447605138,4.328485115961132
5.5,-68.78084945678711,-77.77420043945312,-57.15742874145508,-68.2412537403963,31.064260100295186,59.5766672218189,3.820702561503778,4.374337743561354
6.0,-68.78084945678711,-77.77420043945312,-57.15742874145508,-68.05741227545523,30.964691481241562,59.42644691908954,4.654562964199337,4.422021579071157
6.5,-68.78084945678711,-77.77420043945312,-57.01996865893257,-68.0572509765625,30.865123432853878,59.276238948787125,4.675582579504398,4.187617833097525
7.0,-68.78084945678711,-77.77420043945312,-56.88238786572265,-68.0572509765625,30.765555960672742,59.12604340490212,4.700264077680338,3.997767181034026
7.5,-68.78084945678711,-77.77420043945312,-56.74480707251274,-68.0572509765625,30.66598907031071,58.97586038237472,4.72926448423563,3.859355770619693
8.0,-68.78084945678711,-77.77420043945312,-56.60722627930282,-68.0572509765625,30.56642276745342,58.825689977106634,4.762504902204915,3.778041385091587
8.5,-68.78084945678711,-77.77420043945312,-56.74455371115428,-68.0572509765625,30.466857057860818,58.675532285973304,4.7776295421512085,3.0467307972013646
9.0,-68.78084945678711,-77.77420043945312,-56.88213463557015,-68.0572509765625,30.367291947368322,58.5253874068361,4.865761157068298,2.360559817660828
9.5,-68.78084945678711,-77.77420043945312,-57.01971555998601,-68.0572509765625,30.26772744188813,58.37525543855484,5.02310842638008,1.7741071010585205
10.0,-68.78084945678711,-77.77420043945312,-57.15729648440188,-68.0572509765625,30.168163547410433,58.22513648100043,5.243443898683747,1.4171127726575994
10.5,-68.78084945678711,-77.77420043945312,-57.290905942403796,-68.0572509765625,30.06860027000473,58.07503063506768,5.19588232303595,1.4157100148952189
11.0,-68.78084945678711,-77.77420043945312,-57.42451157894672,-68.0572509765625,29.96903761582114,57.92493800268841,5.153811115198992,1.4185794358515829
11.5,-68.78084945678711,-77.77420043945312,-57.558117215489645,-68.0572509765625,29.869475591091753,57.7748586868446,5.1176612690518555,1.4255312014668846
