Longitude,Jan,Feb,Nov,Dec,Jan_std,Feb_std,Nov_std,Dec_std
0.0,-55.35374069213867,-56.333940505981445,-55.77555847167969,-55.77555847167969,0.8345218382565348,1.3048285562713475,0.8105810827042794,0.7171916899760666
0.5,-55.494346618652344,-56.333940505981445,-55.77555847167969,-55.77555847167969,0.8267042368621493,1.2931799093226368,0.7502434021259972,0.6917059362190175
1.0,-55.634952545166016,-56.47252559661865,-55.634952545166016,-55.634952545166016,0.8274584648763612,1.286809694624664,0.7025905681395624,0.6758584935927651
1.5,-55.77555847167969,-56.61111068725586,-55.494346618652344,-55.494346618652344,0.8367613435599264,1.2857963673047628,0.6703332929620077,0.6703332929620077
2.0,-55.77555847167969,-56.333940505981445,-55.494346618652344,-55.494346618652344,0.7904441329955971,1.235569011398082,0.6703332929620077,0.6703332929620077
2.5,-55.77555847167969,-56.05677032470703,-55.494346618652344,-55.494346618652344,0.7502434021259972,1.2156009002024732,0.6703332929620077,0.6703332929620077
3.0,-55.634952545166016,-56.05677032470703,-55.494346618652344,-55.494346618652344,0.7377740204192941,1.2532406937419038,0.6703332929620077,0.6703332929620077
3.5,-55.494346618652344,-56.05677032470703,-55.494346618652344,-55.494346618652344,0.7348403004113616,1.2996977206238838,0.6703332929620077,0.6703332929620077
4.0,-55.35170364379883,-55.91616439819336,-55.35170364379883,-55.35170364379883,0.7781234696327834,1.3091164644238331,0.6868273075799348,0.6868273075799348
4.5,-55.20906066894531,-55.77555847167969,-55.20906066894531,-55.20906066894531,0.8428055051902669,1.3238550105608804,0.7302118620657425,0.7302118620657425
5.0,-55.20906066894531,-55.634952545166016,-55.0664176940918,-55.20906066894531,0.880352180818263,1.4105483576742637,0.7661612337420591,0.7711688780274136
5.5,-55.20906066894531,-55.494346618652344,-54.92377471923828,-55.20906066894531,0.9247846895399496,1.5051302343516075,0.8170709712956367,0.8195739322466151
6.0,-55.20906066894531,-55.494346618652344,-54.92377471923828,-55.0664176940918,0.9703425478586483,1.3794965592728763,0.86076863372203,0.8596347352058943
6.5,-55.20906066894531,-55.494346618652344,-54.92377471923828,-54.92377471923828,1.0271744051666694,1.265490704632211,0.9172921943049344,0.9172921943049344
7.0,-55.20906066894531,-55.20906066894531,-54.92377471923828,-54.92377471923828,1.0271744051666694,1.322261017213362,0.9172921943049344,0.9172921943049344
7.5,-55.20906066894531,-55.20906066894531,-54.92377471923828,-54.92377471923828,1.0271744051666694,1.4012451394136611,0.9172921943049344,0.9172921943049344
8.0,-55.20906066894531,-55.20906066894531,-54.92377471923828,-54.92377471923828,1.0271744051666694,1.425383245038295,0.9172921943049344,0.9172921943049344
8.5,-55.20906066894531,-55.20906066894531,-54.92377471923828,-54.92377471923828,1.0271744051666694,1.4575197468328955,0.9172921943049344,0.9172921943049344
9.0,-55.20906066894531,-55.20906066894531,-54.92377471923828,-54.92377471923828,1.0271744051666694,1.4575197468328955,0.9172921943049344,0.9172921943049344
9.5,-55.20906066894531,-55.20906066894531,-54.92377471923828,-54.92377471923828,1.0271744051666694,1.4575197468328955,0.9172921943049344,0.9172921943049344
10.0,-55.20906066894531,-55.20906066894531,-54.92377471923828,-54.92377471923828,1.0271744051666694,1.434164296489774,0.9172921943049344,0.9172921943049344
10.5,-55.20906066894531,-55.20906066894531,-54.92377471923828,-54.92377471923828,1.0271744051666694,1.4257358379066127,0.9172921943049344,0.9172921943049344
11.0,-55.20906066894531,-55.349666595458984,-54.92377471923828,-54.92377471923828,1.040263757888489,1.42541343133306,0.9172921943049344,0.9172921943049344
11.5,-55.20906066894531,-55.490272521972656,-54.92377471923828,-54.92377471923828,1.0599266637150015,1.4300764455402581,0.9172921943049344,0.9172921943049344
