time,OSI-450-CDR
1995-05-16 12:00:00,11.373750000000001
1995-06-16 00:00:00,14.25125
1995-07-16 12:00:00,16.653125
1995-08-16 12:00:00,18.605
1995-09-16 00:00:00,19.075625
1995-10-16 12:00:00,18.701249999999998
1995-11-16 00:00:00,16.4025
1995-12-16 12:00:00,11.993749999999999
1996-01-16 12:00:00,6.630000000000001
1996-02-15 12:00:00,3.3256250000000005
1996-03-16 12:00:00,5.005
1996-04-16 00:00:00,8.323125
1996-05-16 12:00:00,11.766250000000001
1996-06-16 00:00:00,14.69625
1996-07-16 12:00:00,16.919375
1996-08-16 12:00:00,18.50625
1996-09-16 00:00:00,19.295
1996-10-16 12:00:00,18.429375
1996-11-16 00:00:00,16.76125
1996-12-16 12:00:00,11.197499999999998
1997-01-16 12:00:00,4.593125000000001
1997-02-15 00:00:00,2.683125
1997-03-16 12:00:00,4.24
1997-04-16 00:00:00,7.3775
1997-05-16 12:00:00,11.115
1997-06-16 00:00:00,14.061874999999999
1997-07-16 12:00:00,16.738750000000003
1997-08-16 12:00:00,18.34875
1997-09-16 00:00:00,19.475
1997-10-16 12:00:00,18.650625
1997-11-16 00:00:00,16.715625
1997-12-16 12:00:00,12.018749999999997
1998-01-16 12:00:00,4.803125
1998-02-15 00:00:00,3.2662499999999994
1998-03-16 12:00:00,4.951875000000001
1998-04-16 00:00:00,7.83375
1998-05-16 12:00:00,11.271874999999998
1998-06-16 00:00:00,14.354375000000001
1998-07-16 12:00:00,16.6675
1998-08-16 12:00:00,18.525000000000002
1998-09-16 00:00:00,19.468125
1998-10-16 12:00:00,19.188125
1998-11-16 00:00:00,17.06125
1998-12-16 12:00:00,12.071875000000002
1999-01-16 12:00:00,5.385000000000001
1999-02-15 00:00:00,3.3537500000000002
1999-03-16 12:00:00,4.918125
1999-04-16 00:00:00,7.6156250000000005
1999-05-16 12:00:00,11.2625
1999-06-16 00:00:00,14.586250000000001
1999-07-16 12:00:00,17.110000000000003
1999-08-16 12:00:00,18.654374999999998
1999-09-16 00:00:00,19.433125
1999-10-16 12:00:00,19.081875
1999-11-16 00:00:00,16.689375000000002
1999-12-16 12:00:00,12.369999999999997
2000-01-16 12:00:00,5.3025
2000-02-15 12:00:00,3.254375
2000-03-16 12:00:00,4.72125
2000-04-16 00:00:00,8.093124999999999
2000-05-16 12:00:00,12.018125
2000-06-16 00:00:00,14.763125
2000-07-16 12:00:00,17.230624999999996
2000-08-16 12:00:00,19.056875
2000-09-16 00:00:00,19.566875
2000-10-16 12:00:00,18.850625
2000-11-16 00:00:00,16.580625
2000-12-17 00:00:00,11.168750000000001
2001-01-16 12:00:00,5.688750000000001
