Longitude,ACCESS-CM2,ACCESS-ESM1-5,CMCC-CM2-SR5,CMCC-ESM2,CanESM5,EC-Earth3,EC-Earth3-CC,EC-Earth3-Veg,EC-Earth3-Veg-LR,FIO-ESM-2-0,GFDL-ESM4,IPSL-CM5A2-INCA,IPSL-CM6A-LR,MIROC6,MPI-ESM1-2-HR,MPI-ESM1-2-LR,MRI-ESM2-0,NorCPM1,NorESM2-MM,SAM0-UNICON,TaiESM1
-164.0,-61.956031799316406,-59.217960357666016,-61.2476921081543,-61.2476921081543,-64.00422668457031,-70.1812060899694,-73.53127580354351,,-72.04137599519557,-59.45434,-67.68034362792969,-70.86004638671875,-64.86719512939453,-72.26086956521739,-77.14507477257578,-77.6392881635681,-63.5,-58.385887145996094,,-59.98857116699219,-59.45434188842773
-163.5,-61.956031799316406,-59.217960357666016,-61.2476921081543,-61.2476921081543,-64.00422668457031,-70.18179186994574,-73.6041312526958,,-72.27503511154131,-59.45434,-67.68034362792969,-71.25267332019314,-64.86719512939453,-72.27173913043478,-77.14480591329755,-77.63643765508957,-63.5,-58.385887145996094,,-59.98857116699219,-59.45434188842773
-163.0,-61.956031799316406,-59.217960357666016,-61.36703109741211,-61.005332946777344,-64.00422668457031,-70.34863118350324,-73.66596665202853,,-72.34553136888816,-59.45434,-67.77385139465332,-71.33855966086361,-64.86719512939453,-72.28260869565217,-77.14453266135926,-77.63358714661102,-63.5,-58.385887145996094,,-59.98857116699219,-59.45434188842773
-162.5,-61.956031799316406,-59.217960357666016,-61.2476921081543,-61.005332946777344,-64.00422668457031,-70.18152640092738,-73.60947039231479,,-72.30644405217302,-59.45434,-67.63287353515625,-71.4244418034288,-64.86719512939453,-72.29347826086956,-77.1442550976934,-77.60647404710548,-63.5,-58.385887145996094,,-59.98857116699219,-59.45434188842773
-162.0,-61.956031799316406,-59.217960357666016,-61.2476921081543,-60.88415336608887,-64.00422668457031,-70.18161412424043,-73.83614258245004,,-72.26861508628403,-59.45434,-67.72781372070312,-71.50509643554688,-65.077880859375,-72.30434782608695,-77.14397330437889,-77.54651708955862,-63.5,-58.385887145996094,,-59.98857116699219,-59.45434188842773
-161.5,-61.956031799316406,-59.217960357666016,-61.2476921081543,-60.76297378540039,-64.00422668457031,-70.18170182311034,-73.87279243755549,,-72.42509486295815,-59.45434,-67.82237434387207,-71.50509643554688,-65.28856658935547,-72.31521739130434,-77.1436873647723,-77.5076826791543,-63.5,-58.385887145996094,,-59.98857116699219,-59.45434188842773
-161.0,-61.956031799316406,-59.217960357666016,-61.2476921081543,-60.76297378540039,-64.00422668457031,-70.18177810425213,-73.74481689534602,,-72.42546044911462,-59.45434,-67.96153450012207,-71.55731710744044,-65.077880859375,-72.32608695652173,-77.14339703010705,-77.4582869951787,-63.5,-58.385887145996094,,-59.98857116699219,-59.45434188842773
-160.5,-61.956031799316406,-59.217960357666016,-61.2476921081543,-60.76297378540039,-64.00422668457031,-70.18344797252178,-73.74490574287773,,-72.42582485973908,-59.45434,-67.8687915802002,-71.87944187117945,-65.28856658935547,-72.33695652173913,-77.14310270538876,-77.41330744152792,-63.5,-58.17813131544325,,-59.98857116699219,-59.24658754136827
-160.0,-61.956031799316406,-58.85694313049317,-61.2476921081543,-60.76297378540039,-64.00422668457031,-70.51681359096223,-73.67658626311695,,-72.42612570668034,-59.45434,-67.72781372070312,-71.81714196919742,-65.28856658935547,-72.34782608695652,-77.14280450641375,-77.40002789966734,-63.5,-57.94069608052572,,-59.98857116699219,-59.18722915649414
-159.5,-61.956031799316406,-58.49592590332031,-61.2476921081543,-60.76297378540039,-64.00422668457031,-70.51776138549374,-73.60723105874234,,-72.4286464187242,-59.30594555555555,-67.58501625061035,-71.73651220992159,-65.28856658935547,-72.3586956521739,-77.22782490811423,-77.42670523281312,-63.5,-57.85165786743164,,-59.98857116699219,-59.18722915649414
-159.0,-61.956031799316406,-58.49592590332031,-61.005332946777344,-60.76297378540039,-64.00422668457031,-70.5178300322376,-73.67365750637323,,-72.57954879709763,-59.068514444444446,-67.63287353515625,-71.81706103217883,-65.28856658935547,-72.3695652173913,-77.14219684010901,-77.42647050141288,-63.5,-57.85165786743164,,-59.98857116699219,-59.06851238674588
-158.5,-61.956031799316406,-58.49592590332031,-60.76297378540039,-60.76297378540039,-64.00422668457031,-70.517898645813,-73.74517384595299,,-72.57844837827257,-58.92012,-67.58540344238281,-71.8171157836914,-65.28856658935547,-72.3804347826087,-77.14188755272671,-77.38601680098586,-63.25,-57.76261965433756,,-59.89953295389811,-58.92011642456055
-158.0,-61.62520408630371,-58.49592590332031,-60.76297378540039,-60.516897201538086,-64.00422668457031,-70.51794822477322,-73.7441628159125,,-72.65394992016695,-58.92012,-67.48968887329102,-71.8171157836914,-65.28856658935547,-72.3913043478261,-77.141574751013,-77.32227683661563,-63.0,-57.52518441942003,,-59.662097718980576,-58.92011642456055
-157.5,-61.294376373291016,-58.49592590332031,-60.76297378540039,-60.27082061767578,-64.00422668457031,-70.51799777987354,-73.61264893012337,,-72.72793542743447,-58.92012,-67.39358901977539,-71.96549969882608,-65.28856658935547,-72.40217391304348,-76.79659454493768,-77.2046894451671,-63.0,-57.31742858886719,,-59.46918159061008,-58.90527672237821
-157.0,-61.45979022979736,-58.49592590332031,-60.76297378540039,-60.27082061767578,-64.00422668457031,-70.51802828953748,-73.89145345686794,,-72.6539785615305,-58.92012,-67.24924659729004,-72.12913513183594,-65.39225387573242,-72.41304347826087,-76.74939427349543,-77.13909245977023,-63.0,-57.31742858886719,,-59.58789920806885,-58.78655910491944
-156.5,-61.294376373291016,-58.49592590332031,-60.76297378540039,-60.27082061767578,-64.00422668457031,-70.5180587908219,-74.03003724791375,,-72.7280787059156,-58.92012,-67.10295677185059,-72.12913513183594,-65.49594116210938,-72.42391304347827,-77.10048731818617,-77.08345658609548,-63.0,-57.31742858886719,,-59.46918159061008,-58.66784148746066
-156.0,-61.294376373291016,-58.30796718597412,-60.516897201538086,-60.0209846496582,-64.00422668457031,-70.51807785965275,-74.03020221555391,,-72.6443265022542,-58.71236388888889,-67.10139465332031,-72.12913513183594,-65.49594116210938,-72.43478260869566,-76.74874629370579,-76.88871969100094,-63.0,-57.109672758314346,,-59.24658754136827,-58.5491238700019
-155.5,-61.294376373291016,-57.75899124145508,-60.27082061767578,-59.77114868164063,-64.00422668457031,-70.518136961334,-74.00379482539759,,-72.57850703058389,-58.47492833333334,-67.10295677185059,-72.27998734786514,-65.70331573486328,-72.44565217391305,-76.74841771476689,-76.8328017289336,-63.0,-56.87223752339681,,-59.00915400187174,-58.430406252543136
-155.0,-61.294376373291016,-58.127458572387695,-60.14402294158936,-59.51751708984375,-63.783348083496094,-70.68213058539871,-74.05984229376028,,-72.72775576139398,-58.38589,-67.05510902404785,-72.43089943502268,-65.70331573486328,-72.45652173913044,-76.74808621349209,-76.85180486386412,-63.0,-56.783199310302734,,-58.92011642456055,-58.385887145996094
-154.5,-61.294376373291016,-57.75899124145508,-59.77114868164063,-59.26388549804688,-63.56246948242188,-70.68342590378586,-74.16948084582056,,-72.72903446379145,-58.38589,-67.00608253479004,-72.58181152218022,-65.70331573486328,-72.46739130434783,-76.74775188804334,-76.84622947146977,-62.75,-56.783199310302734,,-58.92011642456055,-58.385887145996094
-154.0,-61.12510967254639,-57.75899124145508,-59.77114868164063,-59.26388549804688,-63.783348083496094,-70.60078901276054,-74.16672222128845,,-72.7289508940866,-58.29685166666667,-66.9084243774414,-72.73272360933777,-65.80536651611328,-72.47826086956522,-77.00506572685588,-76.81729152920747,-62.5,-56.783199310302734,,-58.83107821146647,-58.296848932902016
-153.5,-60.95584297180176,-57.75899124145508,-59.77114868164063,-59.26388549804688,-63.56246948242188,-70.5181193259425,-74.16970432641902,,-72.72886714454341,-58.05941611111111,-66.8593978881836,-72.80573913583999,-65.70331573486328,-72.48913043478261,-77.13861534592994,-76.76997694995723,-62.5,-56.783199310302734,,-58.593642976548935,-58.05941369798448
-153.0,-60.6173095703125,-57.75899124145508,-59.77114868164063,-59.26388549804688,-63.783348083496094,-70.5180244780995,-74.16938460941134,,-72.72870777002912,-57.85166,-66.81037139892578,-73.30692174199231,-65.80536651611328,-72.5,-77.13827247855956,-76.69237853453667,-62.5,-56.75351990593804,,-58.385887145996094,-57.85165786743164
-152.5,-60.6173095703125,-57.75899124145508,-59.77114868164063,-59.26388549804688,-63.783348083496094,-70.51799015420397,-74.16906217071262,,-72.72854787966823,-57.85166,-66.81037139892578,-73.45047372544695,-65.70331573486328,-72.51086956521739,-77.13792718289373,-76.63406579687026,-62.5,-56.51608467102051,,-58.385887145996094,-57.85165786743164
