,ACCESS-CM2,ACCESS-ESM1-5,CAS-ESM2-0,CMCC-CM2-HR4,CMCC-CM2-SR5,CMCC-ESM2,CanESM5,EC-Earth3,EC-Earth3-AerChem,EC-Earth3-CC,EC-Earth3-Veg-LR,FIO-ESM-2-0,GFDL-ESM4,IPSL-CM5A2-INCA,IPSL-CM6A-LR,IPSL-CM6A-LR-INCA,MIROC6,MPI-ESM-1-2-HAM,MPI-ESM1-2-HR,MPI-ESM1-2-LR,MRI-ESM2-0,NorCPM1,NorESM2-LM,NorESM2-MM,SAM0-UNICON,TaiESM1
1894-12-15,10.373896,12.860107,0.0,14.903954,12.611526,12.728584,15.633047,6.280967,5.867352,2.7140086,5.307738,17.479599,10.967102,5.071073,15.010975,14.256585,0.9343259,3.422702,10.4689455,5.8777785,17.444145,19.725021,7.03039,7.1344357,17.033081,16.05586
1895-01-15,2.5969393,6.6351113,0.0,11.416296,5.360237,6.6810055,11.888018,1.6191868,1.597813,0.60427743,0.90818465,11.179648,3.5734334,1.3028742,6.9711595,6.6907086,0.1922908,0.7634559,3.424035,2.5220466,9.26922,13.148342,3.584416,2.471858,12.451169,10.844645
1895-02-15,0.9735794,3.4299643,0.0,7.407589,1.9331961,2.5834827,7.880356,0.8417512,0.5363976,0.14734022,0.36218354,5.5789523,1.3994073,0.7160806,3.9279292,3.9819832,0.07229358,0.15189174,1.3547931,1.0282345,4.454013,7.91364,2.2227643,1.7851808,8.818842,4.263285
1895-03-15,1.2877728,3.2597222,0.0,7.714043,2.596486,3.1119,8.331296,1.0019597,0.7632368,0.41509885,0.7902157,5.8992953,2.4106774,1.1995244,4.558799,4.889533,0.15169443,0.6160648,1.7547895,1.7350222,5.477098,8.042075,2.8065953,2.3583848,8.703859,3.8186157
1895-04-15,3.1032605,5.056464,0.0,10.126391,5.5994163,6.382568,11.2199335,2.5057228,2.1250293,1.4456469,2.294625,9.508983,5.6524024,3.2772946,8.126262,9.488751,0.7672266,2.0111914,4.059835,3.2650309,9.367048,12.142681,4.303601,4.0158606,11.418588,7.6235976
1895-05-15,7.1060534,8.859071,0.0,13.615141,9.526714,10.463646,14.153845,4.674233,4.294089,2.4634955,4.550958,13.371193,9.10285,6.5551143,12.327085,13.689272,1.9554447,3.4697738,8.070538,5.5088205,13.966633,16.282995,6.478385,6.5739956,14.829336,11.762951
1895-06-15,11.80056,12.724498,0.0,16.082315,12.839318,13.940201,16.65868,7.8842125,7.6695156,3.765582,7.684688,16.367462,12.201359,10.873838,15.95893,17.484001,2.8849466,5.6953907,11.846287,8.330367,17.973568,19.612616,8.807776,9.55376,17.113258,14.510963
1895-07-15,14.66477,15.190314,0.63189834,17.903913,16.039215,16.443775,19.010965,11.1555,10.537787,6.449314,10.396717,19.043665,15.533732,15.45149,18.655375,19.893122,3.7236066,8.2519655,15.921883,11.209616,20.59818,21.34906,11.003908,12.338762,19.345274,17.24657
1895-08-15,16.573162,16.834827,1.6674474,19.370672,18.197897,18.600405,20.92992,13.40422,12.743461,8.877338,12.066257,20.413406,18.112005,18.97292,20.591722,21.85484,4.148932,10.765005,18.989405,15.204515,22.071949,22.80365,13.147928,14.297043,20.670256,18.915623
1895-09-15,17.2985,17.866817,2.7528086,19.757711,18.867908,19.192186,21.11181,14.552835,13.560316,9.756418,13.127506,20.97435,19.672249,19.980747,21.663534,22.635628,4.3084116,12.042765,21.23034,17.576033,22.697264,23.35611,13.876675,15.1861925,21.141298,19.561102
1895-10-15,17.024435,17.284452,2.4532566,19.32977,18.420061,18.308899,20.48653,14.217775,13.023209,9.783799,12.6252165,21.044567,19.64966,17.669815,21.61414,22.217648,4.1915746,11.413982,20.632364,16.502914,22.36597,23.068014,13.20387,15.154756,21.335747,19.453894
1895-11-15,15.335957,15.787044,0.881519,18.391775,16.808504,16.807644,19.396637,12.066095,10.644964,7.9300194,10.379439,19.646416,18.31618,12.0268955,20.206139,20.228214,3.2347841,8.777376,15.53232,12.905638,21.067226,21.770956,10.225155,12.318832,19.943718,18.339798
1895-12-15,10.756405,12.176839,0.0,15.57371,12.946011,13.541827,16.20642,7.1479654,6.519139,3.776366,6.0845876,17.03016,12.2249365,4.9667826,15.759652,16.163363,1.2688098,3.7609942,9.0164175,5.7494674,17.5074,18.831482,6.7369585,5.6731677,17.17461,15.978183
1896-01-15,3.8130133,5.052602,0.0,11.539187,6.1569047,6.9773083,11.630736,1.5014554,1.6869195,0.3630782,1.4246516,10.994812,3.4611962,1.6612151,7.402214,6.821523,0.24636452,0.95595837,3.9550993,2.197951,8.248224,11.662218,3.9385066,2.796729,12.301039,9.140408
1896-02-15,1.2642734,2.8193877,0.0,7.8972435,1.2467152,2.3407407,8.319124,0.869365,0.6084269,0.10366631,0.45378637,4.788913,2.0141664,0.9836267,3.612883,3.4754968,0.11551834,0.254237,1.793893,0.8980181,4.058417,7.7065945,2.5723894,2.3161662,9.022071,5.029128
1896-03-15,1.3139954,2.8501854,0.0,7.4670134,1.9561353,2.913351,9.399918,1.3523412,1.394802,0.33531153,1.1993427,5.0524273,2.8835526,1.3930483,5.386078,4.8057384,0.16312519,0.56781495,2.16368,1.316191,4.4731007,8.01976,3.4796362,2.829517,8.252415,4.969083
1896-04-15,3.528852,5.034178,0.0,10.477863,6.025349,6.2611938,12.940176,2.8253274,3.0234756,1.30848,2.2093205,8.812983,6.0119057,3.2416646,9.488767,8.491962,0.80325246,1.6174704,4.3073325,2.8197923,7.6381598,11.13035,5.136237,4.6780224,11.101482,8.196085
1896-05-15,6.790551,9.128752,0.0,14.142639,10.243162,10.623429,15.722831,5.4469976,5.5380926,2.785492,4.426794,12.842808,9.186218,7.9510536,14.704039,12.653347,1.7584801,3.0582557,7.192955,5.180953,11.990913,15.944443,7.0913014,7.1424875,14.681593,11.970926
1896-06-15,10.525626,13.266035,0.0,16.467796,13.229381,14.22356,18.469364,8.574774,8.214472,4.934929,7.5240564,15.72486,12.643874,13.034335,18.490406,16.449429,2.9807725,5.1812186,10.7313,8.196796,16.213741,19.016582,9.381353,9.512942,17.584572,14.946159
1896-07-15,13.538993,15.414037,0.0,18.434296,16.106167,16.791313,20.332138,11.58708,10.952244,7.5490904,10.226839,17.93494,16.09029,18.234219,20.986021,19.007298,3.6435068,7.497923,14.954439,12.020655,19.583036,20.978512,11.513853,11.598137,19.662228,17.054218
1896-08-15,15.791613,16.999971,0.8037503,19.54794,17.815426,18.511732,21.699291,13.150836,12.568376,9.203247,12.512919,19.790607,18.6869,20.8541,22.757645,21.101269,4.163267,9.865374,18.742691,16.38023,21.331669,22.7529,13.311874,14.011039,20.995209,18.291569
1896-09-15,16.920055,18.23412,1.6205919,19.713667,18.257656,19.35921,22.45103,13.753216,13.15262,10.1684675,12.864847,20.710793,20.06045,20.866291,23.43502,22.294209,4.3599367,11.854769,20.663357,18.790733,22.201385,23.288857,14.554226,15.248299,21.594872,19.041782
1896-10-15,16.712946,18.13514,1.9295942,19.218418,17.763472,19.020876,21.094086,13.530778,12.565027,9.714432,12.704607,20.17257,20.320972,18.437717,22.713419,21.712994,3.930412,11.460158,20.54281,17.837715,22.26959,23.140423,13.531319,14.585775,21.137918,18.96988
1896-11-15,15.300161,16.061766,1.2319399,17.895992,16.498543,17.312983,19.010075,11.610035,11.208354,7.5319552,10.709181,18.86686,17.751225,13.327265,20.24423,19.20169,2.7905748,8.499485,15.325761,12.526098,20.691214,22.216738,11.6625185,10.280157,19.958069,18.026775
1896-12-15,11.527103,11.746868,0.0,15.054491,12.8541355,13.410294,16.171011,7.107299,7.027155,4.2067184,5.750461,16.08033,11.182641,6.4834595,14.906048,13.666548,0.8433384,3.0440032,8.574872,5.5616593,17.048597,19.539536,7.6202173,5.6430326,18.283651,15.158861
1897-01-15,4.0598326,5.791732,0.0,11.709211,5.8938,6.086224,12.268531,2.4383118,1.1468109,0.90798986,1.2118093,10.449011,3.014462,1.8899513,7.809202,5.950306,0.09228717,0.5815712,3.3864899,1.6565173,10.065149,13.041336,3.3126605,2.6411235,14.785999,9.648069
1897-02-15,0.68453324,3.7024534,0.0,8.349263,1.531893,2.180226,7.8622293,1.0915031,0.21677522,0.18086155,0.4052534,5.5292273,0.88181394,0.9804342,3.8710217,3.2590714,0.04191518,0.18423286,0.8752662,0.63842297,5.3134527,8.2550125,2.1102986,2.182056,9.247604,5.2798786
1897-03-15,1.6272023,3.5076365,0.0,8.146032,2.144518,2.7783194,8.536687,1.7983528,0.85050833,0.42667124,1.0335665,5.8775806,1.8578535,1.3899083,5.303306,3.9812548,0.11064276,0.6836191,1.1414489,0.981634,6.013747,8.553007,2.849629,2.7657523,8.220879,4.7903423
1897-04-15,4.07042,4.7948785,0.0,11.24859,5.2262583,6.1663785,11.634962,3.4491873,2.355044,1.4170116,1.923196,9.206658,4.836218,4.0228443,8.944565,7.6880918,0.63256544,1.6329237,3.314784,2.2162805,9.43263,12.898769,4.525347,4.2903237,12.345588,8.314282
1897-05-15,8.229771,8.02285,0.0,14.215435,9.645404,9.859307,15.124723,6.4813437,5.115396,2.7952201,5.1692867,13.092978,8.226465,8.444442,13.452143,12.85157,1.5546488,3.3409007,7.1037636,4.3009253,13.565578,17.092861,6.768106,6.326293,15.62925,11.993713
1897-06-15,12.042303,11.732648,0.0,16.752474,12.952102,12.9144945,17.791994,9.493968,8.324034,4.6592855,8.381378,15.893608,11.982727,13.388684,17.611021,16.231852,2.7004085,5.395679,11.275867,6.898166,17.300959,19.89743,9.203459,8.829485,17.850552,14.615283
1897-07-15,15.010734,15.178904,0.06905082,19.036032,16.137314,16.007164,20.142889,12.351717,11.078621,7.286054,11.067474,18.213646,15.214126,17.283783,20.241041,19.469156,3.5334322,7.794285,16.028494,10.584152,20.117851,22.20444,11.695339,11.450001,19.77929,16.735733
1897-08-15,16.947561,16.957623,1.020499,19.990784,18.17236,18.350534,21.358128,13.838637,13.265842,9.128112,12.731366,20.095543,17.910183,20.843529,21.997847,21.5171,3.787191,10.1132965,19.006102,15.305756,21.674915,23.5176,13.58916,14.129414,20.61108,18.31241
1897-09-15,17.674408,17.656998,1.5897064,20.13397,18.971737,18.942451,21.469482,14.676377,13.998646,10.680059,13.721376,20.93002,19.640177,21.15776,22.850391,22.138695,4.02047,12.014518,20.322752,17.67904,22.745544,23.781029,14.46414,14.676016,21.071976,19.202543
1897-10-15,16.823729,16.9726,1.7325883,19.21829,18.108112,18.606325,20.365631,13.887688,13.501474,10.583891,13.514786,20.600397,19.816048,18.746002,22.035202,21.207115,3.7658656,11.544765,19.223503,17.453587,22.205061,23.235863,13.241483,13.876452,20.824524,18.987446
1897-11-15,15.011016,14.223949,0.97447145,17.509697,16.555807,16.948677,19.036499,11.791426,11.392812,8.881651,11.603983,19.376953,18.162228,14.812454,20.662994,19.68992,2.8678937,7.718588,15.000847,13.530509,20.919233,22.06385,10.874184,10.811758,19.436356,17.878345
1897-12-15,11.7401905,10.275388,0.0,14.733679,12.5177355,13.6722765,16.241356,7.668651,6.671755,3.5245955,6.088838,16.416027,12.855514,6.615037,14.832606,13.650648,0.9592769,4.209653,9.102498,7.4028425,18.197554,20.157389,7.226819,6.6394863,17.017506,15.195889
1898-01-15,4.902581,5.9065695,0.0,10.880298,5.5082517,6.978647,11.609548,2.2653408,2.0483725,0.7421237,1.6124793,11.005664,3.897151,1.7403953,5.9279475,5.6439652,0.08981441,1.2412742,3.4065635,2.3230789,10.230444,15.247636,2.9827237,3.5210128,12.228283,10.261232
1898-02-15,1.5477097,3.6394918,0.0,7.676796,1.7041366,1.8417735,7.011692,1.2092646,0.71833265,0.26943815,0.7118672,6.2146153,1.4401716,1.0381291,3.6104531,2.2897546,0.020440463,0.5109706,1.6408653,0.77937067,5.102633,9.017789,2.2001991,2.6622322,8.05626,6.0565953
1898-03-15,2.1228247,3.2432537,0.0,7.8031125,1.7719325,2.12082,7.5480385,1.4868525,1.3161807,0.5171069,1.2024114,6.109969,2.5758128,1.5703139,4.0181274,3.3009365,0.09153107,1.1096263,2.0203986,1.1952065,6.106337,8.71483,2.9861531,3.5137856,8.086164,6.060289
1898-04-15,4.599991,4.477334,0.0,11.1583185,5.729486,5.552594,11.666777,2.8378,2.9591775,1.3730427,2.2440035,9.588171,5.5262847,3.8820355,7.9002943,6.0902095,0.7183635,2.3316941,3.908741,3.0831802,9.14947,12.344389,4.4990187,5.581334,10.643222,8.432799
1898-05-15,8.813942,7.4075403,0.0,14.131395,9.895938,10.164929,14.586105,5.021762,5.1042366,3.1426713,4.5570354,13.477129,8.872774,8.99495,12.480542,10.274462,1.6763628,4.0325556,7.0209827,5.506821,14.071423,17.240936,6.957423,7.9741755,14.376537,12.400721
1898-06-15,12.669836,11.088392,0.0,16.359703,13.2254305,13.414245,17.558006,7.2915792,8.062282,5.4870963,7.6320887,16.343643,12.561737,14.781403,16.385754,15.099409,2.6629224,6.265849,10.874535,8.382908,18.039026,20.299423,9.579401,10.353257,17.138288,15.178481
1898-07-15,15.241773,13.206949,1.2471771,18.257835,15.99777,16.361073,19.147192,9.965353,10.786869,7.6687746,10.03771,18.474041,16.227896,20.021236,19.241566,18.905457,3.549567,8.675291,15.144924,12.535339,20.82484,22.505281,11.941206,12.368084,19.496193,17.082724
1898-08-15,16.935905,14.927676,2.5187716,19.856524,17.807543,17.86218,21.977535,12.79855,12.589443,9.755792,12.341407,20.018593,18.713818,22.771992,21.158733,21.047003,4.0607085,10.8404255,18.143688,16.830523,22.669125,24.086992,13.709773,13.560347,21.171669,18.974537
1898-09-15,17.760014,15.970424,3.0951216,20.038925,18.190197,18.556934,22.45123,14.080774,13.7586,10.787953,13.202083,20.7583,19.989683,22.026352,21.96185,21.754208,4.159711,11.89242,20.015852,19.426731,23.396202,24.560032,14.503453,14.512787,21.488777,19.632748
1898-10-15,17.815968,15.76753,2.0700452,18.877687,17.74973,18.0823,21.65719,13.425585,13.375212,10.842893,13.076145,20.516367,20.531076,19.548916,21.270393,21.21732,3.9884152,10.884344,19.617565,19.166485,22.985561,24.262123,13.854988,13.977409,21.337376,19.58361
1898-11-15,16.430164,14.723943,0.89260125,17.804346,15.963804,16.594307,19.675383,11.655287,11.085246,9.498916,11.110538,18.973513,19.00435,14.049057,19.720129,19.9142,2.9243522,6.598632,16.182959,13.964731,21.462507,23.062393,11.000534,11.018289,20.106056,18.05648
1898-12-15,12.149928,11.043388,0.0,15.636132,11.840625,13.099528,16.943552,5.894519,7.0022883,6.0821724,7.013702,16.462364,14.370672,5.636923,13.9861145,14.302133,0.86125666,3.0909631,10.142073,7.212223,18.807526,20.96807,7.5190964,7.187533,18.28511,15.4290695
1899-01-15,4.0637436,6.037274,0.0,10.848753,5.8253994,6.5540466,12.557507,1.4968247,2.5948837,0.59783906,0.8100487,9.659249,3.7294707,2.4522545,6.473314,7.625444,0.12831871,0.98334855,3.2542787,2.6687438,11.061119,14.89608,2.8667634,2.8902438,13.691574,10.175732
1899-02-15,1.3596082,3.0978782,0.0,7.295064,1.5972933,2.194104,8.402729,0.80098635,1.4852324,0.17458838,0.03264495,4.609977,1.0736635,1.4277658,3.0091228,4.538349,0.026123513,0.30560666,1.0721371,1.0542835,6.5070124,8.627009,2.1783395,1.9387347,7.8343143,6.1446047
1899-03-15,2.2605937,3.212024,0.0,7.9488225,2.053819,2.250108,8.877439,0.9284831,1.8271247,0.14801693,0.49724334,4.5318284,2.2310858,1.9937716,3.90539,5.272897,0.11815241,0.602676,1.4435482,1.4566064,6.463148,7.742752,3.1545131,2.6445146,6.6124563,5.8515134
1899-04-15,4.3838487,4.669651,0.0,10.646091,5.678538,6.4687777,11.987524,2.164759,3.1147509,0.8515894,1.901897,7.4880915,5.1219835,3.8776379,7.435953,8.766951,0.6485589,1.5721884,3.8014164,3.234548,11.009598,12.740737,4.87191,4.360651,10.109553,9.109016
1899-05-15,8.7141075,7.842513,0.0,13.829916,9.723784,10.788087,15.432163,5.0175457,5.3510094,2.6782734,5.1187654,11.462692,8.982539,8.927715,12.255412,12.979103,1.4276038,3.0414226,7.3298545,5.523671,15.837805,17.268658,6.9332213,6.8052654,13.820749,12.517439
1899-06-15,12.383046,11.630571,0.06905082,16.564795,12.851654,14.284101,18.73195,7.922735,7.858556,5.710578,7.844923,15.052866,12.703855,13.520516,16.17527,16.487175,2.4471917,4.827732,11.275629,8.498501,19.299105,20.34105,9.082877,9.52681,17.053596,15.551659
1899-07-15,15.266415,14.035224,0.92852646,18.776926,15.47982,17.167183,20.761658,10.619249,10.782975,8.557632,10.120184,17.758892,16.36376,18.750027,19.275469,19.152348,3.3568587,7.146682,16.173336,12.507047,21.735437,22.748486,11.759602,11.974339,19.21677,17.903423
1899-08-15,17.042797,15.512587,1.6232488,20.097296,17.326788,18.996979,22.795156,12.871702,12.973409,10.788559,11.676462,19.5593,18.453787,22.1729,21.453156,21.572859,3.9270978,8.999207,19.577791,16.809162,23.310013,23.98672,13.673318,13.896603,20.85189,19.112865
1899-09-15,18.325972,16.55958,2.4691591,19.78272,18.097317,19.510054,23.25292,13.62573,13.761471,11.939199,12.468538,20.223255,19.654789,21.990025,22.165237,22.269554,4.120579,10.247499,21.24609,18.396055,24.098076,24.442617,14.424412,14.811648,21.55178,19.898869
1899-10-15,18.463648,16.238144,1.5239148,19.13579,17.388815,19.095076,21.777,13.535563,13.201264,11.662183,11.809755,20.117321,19.919678,19.438385,22.211178,21.700312,3.9269624,9.563808,20.829235,16.928686,23.943398,23.839449,13.481463,14.832316,21.445309,19.87635
1899-11-15,17.273628,14.512078,0.9716277,18.075876,15.571587,16.642296,19.366562,11.602866,11.821786,9.962109,10.677193,18.84302,18.064537,13.66165,20.476688,20.1654,2.9710248,6.1607075,16.71587,11.763233,22.156591,21.850388,10.559399,11.992942,20.202873,18.581139
1899-12-15,13.498206,10.924926,0.0,15.100134,11.596459,12.95356,16.491962,7.2918077,6.764269,6.4807115,6.1020155,16.748491,12.774831,6.9666967,14.674236,16.048246,0.9314762,2.6954281,9.444491,6.4327865,18.303389,19.12319,6.415471,7.495898,18.374321,16.189466
1900-01-15,3.631927,6.4873195,0.0,11.385971,5.3304915,6.3347893,11.893616,2.5551186,1.389115,1.163558,0.9952025,10.49408,3.3630342,2.3976786,5.6252275,6.0421515,0.06568455,0.6237599,3.3132675,2.2259266,9.240919,11.85891,2.721027,2.7953846,13.747564,11.62006
1900-02-15,0.511254,3.6458194,0.0,8.205271,1.2311897,1.9701515,8.202859,0.4101343,0.47820693,0.45138967,0.4982874,5.5745792,0.82680655,1.3016453,3.0235374,2.662422,0.012104759,0.1806203,1.6770318,0.65299606,4.7546625,7.337951,2.0630322,2.1176715,8.729059,5.6819468
1900-03-15,0.9602936,3.729538,0.0,8.128467,2.2142644,2.432409,9.277687,1.1488403,0.72184944,0.66384333,0.73953044,5.354488,1.6302645,1.7501936,4.043987,4.1360703,0.08472264,0.5472827,2.2240644,1.0100228,6.0372667,7.8625813,2.900062,2.9212627,7.8737583,5.075451
1900-04-15,3.0320415,5.1465816,0.0,11.252167,5.0229225,6.5494065,12.193637,2.8081663,2.4297104,2.1683517,1.9555509,8.983728,4.8980846,3.8526638,6.5659285,8.086872,0.6159004,1.5153521,4.4257507,2.5099924,9.76596,11.778833,4.542661,4.73149,11.413183,8.68034
1900-05-15,6.9538937,8.804871,0.0,14.0992565,8.742851,10.5391245,15.49576,4.9524255,5.2646246,4.4506135,4.7362094,12.537683,8.754602,8.166884,11.249813,13.355861,1.3856266,3.2299838,7.6581264,4.9187355,15.019108,16.311747,6.922734,7.046209,14.941159,12.533213
1900-06-15,11.680592,12.315711,0.0,16.290295,11.979883,13.706132,17.971891,8.243345,8.376203,6.922034,7.791168,15.639989,12.196683,13.795872,15.507635,16.918015,2.2033958,5.396194,10.985823,7.5534267,18.813831,19.725597,9.225868,9.588388,17.257198,15.384728
1900-07-15,15.16416,15.041219,0.0,18.199951,14.685016,16.21272,20.02119,11.046524,11.154017,9.434206,10.248893,17.954329,15.564794,18.260818,18.893734,20.564404,3.1008296,7.720506,14.749009,10.732126,21.471514,22.14221,11.447893,12.34901,19.452387,17.229374
1900-08-15,17.42341,16.91148,0.76775736,19.350843,16.51746,18.09762,21.338108,12.896463,12.778137,11.111762,12.077351,19.73869,18.117746,21.190485,21.5061,22.390694,3.8138769,10.200266,17.878384,13.522786,22.90693,23.70472,13.690169,14.086655,20.606737,18.396805
1900-09-15,18.099592,17.53851,1.1543574,19.756657,17.374304,18.166348,21.55091,13.53157,13.225415,11.945631,13.400612,20.424591,19.63749,21.569885,22.366796,23.151598,3.968793,11.122715,18.968836,15.025215,23.596054,24.586514,14.368973,15.224866,21.155334,19.397009
1900-10-15,18.11049,17.821716,1.063565,18.78699,17.285925,17.597588,21.008215,13.073692,12.677295,11.67555,13.357755,20.087212,19.61962,19.318583,22.163082,22.524414,3.7377865,11.064058,18.135504,12.632645,22.726442,24.203682,13.419529,14.2888365,20.630358,19.215458
1900-11-15,16.246897,15.162648,0.9372738,17.96256,15.520007,16.24636,19.283592,11.250624,11.084119,9.551968,10.618057,18.906633,17.792517,14.5361185,20.097498,20.498802,2.5151184,7.775937,14.406481,9.459459,21.040161,22.787144,10.674391,11.634081,19.628899,18.150799
1900-12-15,12.96489,11.517578,0.0,15.921807,11.4890995,12.138544,16.663166,6.9235826,6.1314597,5.253647,5.457266,16.147352,11.652367,6.5768466,14.131852,15.947233,0.94078577,3.29045,6.667031,4.769615,16.374653,20.916702,6.519868,7.193263,17.77804,16.15128
1901-01-15,5.553781,7.9270344,0.0,11.744262,5.1168165,6.5083714,13.15029,2.103352,1.5995644,1.1945844,0.6917657,9.916055,2.3793733,2.500005,6.2683673,6.865493,0.12545781,0.88067216,2.6265416,1.5287387,9.186097,14.305529,2.8206036,3.2254436,13.585245,10.142338
1901-02-15,1.6363361,5.516181,0.0,7.544257,1.1771196,2.895393,8.806107,0.6974572,0.35015532,0.54923457,0.300075,5.0689754,0.77255034,1.5136898,3.064134,3.5104964,0.04451461,0.26258212,1.132889,0.5448642,4.463644,7.9302416,1.896257,2.2410989,6.8900228,5.897676
1901-03-15,1.9392827,4.6868854,0.0,7.760297,1.7501332,2.9075673,9.452316,1.1963264,0.6583016,0.76918805,0.76473504,5.328711,1.9943693,1.5814054,3.4346302,4.7255263,0.10285267,0.5345357,1.4347264,0.8984754,5.7313957,7.671038,2.5504496,2.7486227,6.6879725,4.985849
1901-04-15,4.365531,6.5309076,0.0,10.752409,4.8295302,6.4737754,12.452118,2.8757415,2.7608304,2.135091,2.0756593,9.075185,5.079102,3.7377727,6.6896825,8.595648,0.6686376,1.5207181,3.3303916,2.2290707,8.702257,11.311798,4.2422633,5.1050897,11.109657,7.8170996
1901-05-15,8.97901,9.611193,0.0,14.332897,8.806337,10.292725,15.321539,4.941033,5.209521,3.682712,4.505481,12.762132,8.635664,8.334314,11.10268,12.586329,1.4769647,3.1062264,6.4187584,4.1131415,13.502176,16.705875,6.5958986,8.025642,14.959273,11.309801
1901-06-15,12.629513,13.196974,0.0,17.130453,12.28683,13.612455,18.023281,7.8971844,7.782763,6.2947364,7.241658,15.505444,12.172981,13.375987,15.462079,16.164238,2.5403752,4.673403,9.7708845,6.645187,17.729462,20.055073,9.026529,10.8458,17.738567,14.137293
1901-07-15,15.177635,15.604522,0.28771174,19.12181,15.295313,16.300272,20.180473,10.352397,10.281137,8.599358,9.946952,18.053627,15.297807,18.441013,18.643532,19.482697,3.3615534,6.677791,13.781597,9.308188,20.619707,22.773632,11.224346,13.077116,19.451496,16.440626
1901-08-15,16.676508,17.412539,1.2018688,20.195482,17.56475,17.844276,21.662815,12.543478,11.771718,10.622916,12.107643,19.52715,17.293465,21.531044,20.805773,21.888655,4.076942,9.730499,16.56096,12.251919,22.772446,24.71838,12.918228,15.096555,20.8409,18.046312
1901-09-15,17.578865,18.052614,1.9143238,20.205133,18.161594,18.976236,22.163973,13.40748,12.650026,11.651827,12.590148,20.127768,19.020716,22.412296,21.918262,22.635527,4.2113805,11.214569,17.73051,14.484058,23.258482,25.034235,13.756916,16.048246,21.537352,18.981665
1901-10-15,17.505348,18.288754,1.8601425,19.119682,17.48419,18.014711,21.186094,12.980385,11.981402,11.788451,12.157923,19.824286,19.25691,20.032112,21.699326,22.143526,3.9726105,10.130623,15.673739,13.86179,22.634092,24.81728,12.265041,15.206549,21.312738,18.975367
1901-11-15,16.41346,17.281738,0.42510173,17.91246,15.996975,16.392649,18.882349,10.442238,10.34736,9.897275,9.829682,18.433556,17.181082,14.762686,20.160128,20.440672,2.9377491,5.919429,12.266459,10.858231,20.767084,22.907501,10.380539,12.404051,20.118156,17.795832
1901-12-15,12.529991,12.113861,0.0,16.019459,12.41363,13.147465,16.710855,6.2668037,6.0056286,6.6151123,4.9130244,15.731031,11.594582,7.7805533,14.11555,15.2576,1.021798,2.6019974,7.848772,5.655558,17.962097,20.217525,6.4196124,7.8750987,17.874908,15.394001
1902-01-15,3.6773357,6.4421453,0.0,11.695054,5.186049,6.4771132,12.502281,0.96942544,1.761187,1.7293218,0.82211673,9.960618,2.770672,2.4671018,6.4746532,6.4275236,0.0728944,0.7975302,2.7375224,1.8959949,11.257655,14.594041,3.1444921,3.2418084,12.714235,9.174144
1902-02-15,0.5281882,3.690964,0.0,6.625759,1.657257,1.9886509,7.0410953,0.34182838,0.68819636,0.61591923,0.29413825,5.522101,1.0127164,1.3693401,3.5846388,3.759651,0.0044060545,0.19056371,0.86608654,0.7658106,6.3824368,8.055024,2.3652864,2.5053918,9.19337,4.51549
1902-03-15,1.0839657,3.853613,0.0,6.68339,2.601224,2.407087,8.585179,0.54685134,1.2191586,1.1505662,0.66639227,5.9624853,1.9871346,1.8496326,4.8164682,4.91566,0.07604204,0.47301203,1.5822041,1.0809741,6.96244,8.29716,3.026633,3.0390244,8.65128,4.271652
1902-04-15,3.560532,5.4511294,0.0,9.900229,5.939858,6.0816803,12.141447,1.6987048,2.256651,2.6881676,1.7635477,9.106909,4.598463,5.269061,7.95518,8.784819,0.77813107,1.7810967,3.66228,2.6223855,9.782854,12.220897,4.989372,5.005141,11.59897,7.425625
1902-05-15,7.9980783,9.440035,0.0,13.857023,9.5734415,10.601025,14.896559,4.0311503,4.6107297,4.836683,4.0016246,12.387543,8.091301,10.28888,12.409568,12.510694,1.7838058,3.5137258,6.3448358,4.89643,14.107518,16.71905,7.3225536,7.6353583,14.720886,11.217151
1902-06-15,11.802171,12.905121,0.0,16.44381,13.0778,13.873894,17.638445,6.530538,7.3893504,7.6909337,6.5607677,15.262014,11.457794,16.02675,16.322607,16.535467,2.7599738,5.4652805,9.455359,7.929189,18.061195,20.157532,9.521444,10.255451,17.106606,14.131069
1902-07-15,14.839085,15.06102,0.68944067,18.602438,15.612737,16.665733,20.105303,9.220205,9.986905,10.282351,8.891663,17.561695,14.607604,20.63468,18.976295,19.881727,3.4870093,7.9452896,12.833021,11.219895,20.204807,22.433786,11.389351,12.589575,19.151981,16.583508
1902-08-15,16.833698,17.062487,1.7911348,19.869102,17.670595,18.45617,21.522888,11.432076,11.517069,12.272131,10.676023,19.344673,17.044489,23.405483,21.22068,22.300085,4.1881385,10.292717,15.700506,13.774896,22.011114,24.059086,13.376621,14.756547,20.64191,18.105389
1902-09-15,17.720234,18.088997,2.3784971,20.994904,18.188782,19.077372,21.419224,12.721798,12.193448,13.342987,11.611649,20.251478,18.518454,22.996763,22.26023,23.17532,4.3661885,11.677608,17.36535,15.459513,22.602417,24.30907,14.2734585,15.69315,21.214968,19.043812
1902-10-15,17.40107,18.1331,1.7998699,20.18201,16.994667,18.06783,20.589815,12.479043,11.856274,13.156958,11.123678,19.872215,18.855328,20.380161,21.693098,22.506023,3.9704614,10.582859,17.347889,15.018902,22.487309,24.127998,13.700229,15.076141,21.154976,19.036724
