Longitude,IPSL-CM6A-LR,MIROC6,SAM0-UNICON,CanESM5,MPI-ESM-1-2-HAM,MPI-ESM1-2-HR,MPI-ESM1-2-LR,GFDL-ESM4,NorESM2-LM,MRI-ESM2-0,NorESM2-MM,FIO-ESM-2-0,CMCC-CM2-SR5,EC-Earth3-AerChem,TaiESM1,NorCPM1,IPSL-CM5A2-INCA,ACCESS-ESM1-5,ACCESS-CM2,CMCC-CM2-HR4,EC-Earth3,EC-Earth3-Veg-LR,CAS-ESM2-0,EC-Earth3-CC,CMCC-ESM2,IPSL-CM6A-LR-INCA
-161.5,-62.42656326293945,-77.19683257918552,-60.25568389892578,-62.42656326293945,-78.20117953048677,-77.92678709617802,-78.20117953048677,-61.48705673217773,-62.078392028808594,-61.5,-61.84426498413086,-59.18723,-59.77114868164063,-65.70004272460938,-59.18722915649414,-58.65300178527832,-69.84891128540039,-59.217960357666016,-61.956031799316406,-61.1269760131836,-66.3123893737793,-67.10244750976562,-54.50103187561035,-67.09529113769531,-60.0209846496582,-62.88587760925293
-161.0,-62.42656326293945,-77.15328054298642,-60.01825035942925,-62.42656326293945,-78.22815025211918,-77.92649564025939,-78.22815025211918,-61.48705673217773,-62.078392028808594,-61.5,-61.72538661956787,-59.18723,-59.77114868164063,-65.80373001098633,-59.18722915649414,-58.890437020195854,-69.84891128540039,-59.217960357666016,-61.79061794281006,-61.00602722167969,-66.4128246307373,-67.00553512573242,-54.50103187561035,-67.00002861022949,-59.76925086975098,-62.88587760925293
-160.5,-62.42656326293945,-77.10972850678732,-59.98857116699219,-62.42656326293945,-78.25472125485739,-77.92620017887842,-78.25472125485739,-61.42738723754883,-62.078392028808594,-61.5,-61.60650825500488,-59.08335388888889,-59.77114868164063,-65.90741729736328,-59.08335198296441,-58.92011642456055,-69.84891128540039,-59.217960357666016,-61.62520408630371,-60.6406364440918,-66.51325988769531,-66.90862274169922,-54.50103187561035,-66.90476608276367,-59.51751708984375,-62.88587760925293
-160.0,-62.309043884277344,-77.06617647058823,-59.98857116699219,-62.54228210449219,-78.2812922575956,-77.92590082827859,-78.2812922575956,-61.36771774291992,-61.959513664245605,-61.5,-61.60650825500488,-58.964638333333326,-59.51751708984375,-66.00785255432129,-58.96463521321614,-58.92011642456055,-69.84891128540039,-59.39478015899658,-61.62520408630371,-60.45619773864746,-66.51325988769531,-66.90862274169922,-54.50103187561035,-66.80785369873047,-59.39070129394531,-62.771939277648926
-159.5,-62.191524505615234,-77.04185520361992,-59.84017414516873,-62.65800094604492,-78.3078632603338,-77.92559767713178,-78.3078632603338,-61.36771774291992,-61.84063529968262,-61.625,-61.60650825500488,-58.92012,-59.26388549804688,-66.1082878112793,-58.84591791364882,-58.84591791364882,-69.762825013604,-59.217960357666016,-61.62520408630371,-60.45619773864746,-66.51325988769531,-66.90862274169922,-54.50103187561035,-66.71094131469727,-59.26388549804688,-62.65800094604492
-159.0,-62.191524505615234,-77.01753393665159,-59.60273891025119,-62.771939277648926,-78.1889954604921,-77.9252908152066,-78.1889954604921,-61.30758953094482,-61.72357177734375,-61.75,-61.487629890441895,-58.92012,-59.26388549804688,-66.1082878112793,-58.72720029619005,-58.72720029619005,-69.67670983351351,-59.217960357666016,-61.290523529052734,-60.270586013793945,-66.51325988769531,-66.80978202819824,-54.50103187561035,-66.71094131469727,-59.00642013549805,-62.771939277648926
-158.5,-62.191524505615234,-77.0,-59.45434188842773,-62.88587760925293,-78.01786288328466,-77.79615307544304,-78.01786288328466,-61.18733310699463,-61.60650825500488,-61.75,-61.368751525878906,-58.83108166666666,-59.26388549804688,-66.1082878112793,-58.60848267873128,-58.60848267873128,-69.59059465342304,-59.217960357666016,-60.95584297180176,-60.08426856994629,-66.51325988769531,-66.71094131469727,-54.50103187561035,-66.71094131469727,-58.74895477294922,-62.88587760925293
-158.0,-62.191524505615234,-77.0,-59.45434188842773,-62.771939277648926,-77.84673030607722,-77.27715454011962,-77.84673030607722,-61.06661605834961,-61.48579502105713,-61.75,-61.1273250579834,-58.59364611111111,-59.26388549804688,-66.1082878112793,-58.489765061272514,-58.489765061272514,-69.50447947333255,-59.217960357666016,-60.78657627105713,-59.9593505859375,-66.61210060119629,-66.61210060119629,-54.50103187561035,-66.71094131469727,-58.74895477294922,-62.88587760925293
-157.5,-62.191524505615234,-77.0,-59.42466269599067,-62.65800094604492,-77.67559772886977,-76.79659454493768,-77.67559772886977,-61.00602722167969,-61.365081787109375,-61.625,-60.88589859008789,-58.37105027777778,-59.26388549804688,-66.1082878112793,-58.385887145996094,-58.385887145996094,-69.59053158078137,-59.217960357666016,-60.6173095703125,-60.02169227600098,-66.71094131469727,-66.51325988769531,-54.50103187561035,-66.71094131469727,-58.74895477294922,-62.88587760925293
-157.0,-62.191524505615234,-76.99877450980392,-59.18722915649414,-62.771939277648926,-77.50446515166234,-76.74939427349543,-77.50446515166234,-61.00602722167969,-61.24620342254639,-61.5,-60.88589859008789,-58.2523325,-59.00642013549805,-66.10990333557129,-58.385887145996094,-58.385887145996094,-69.67664676087185,-58.85694313049317,-60.6173095703125,-60.14566802978516,-66.71094131469727,-66.61210060119629,-54.50103187561035,-66.71094131469727,-58.354997634887695,-63.11199474334717
-156.5,-62.191524505615234,-76.96323529411765,-58.94979561699761,-62.88587760925293,-77.3333325744549,-77.10048731818617,-77.3333325744549,-60.88438510894776,-61.1273250579834,-61.375,-60.88589859008789,-58.13361472222223,-58.74895477294922,-66.11151885986328,-58.385887145996094,-58.385887145996094,-69.76276194096233,-58.49592590332031,-60.6173095703125,-60.20824432373047,-66.71094131469727,-66.71094131469727,-54.50103187561035,-66.71094131469727,-57.96104049682617,-63.338111877441406
-156.0,-62.07218551635742,-76.92769607843137,-58.816238509284126,-62.88587760925293,-77.16219999724747,-76.74874629370579,-77.16219999724747,-60.70168972015381,-61.00475692749024,-61.25,-60.64076232910156,-58.014896944444445,-58.618287086486816,-66.21195411682129,-58.28200923071967,-58.28200923071967,-69.84887712105282,-58.49592590332031,-60.27127456665039,-60.20730400085449,-66.80785369873047,-66.51166534423828,-54.50103187561035,-66.61210060119629,-57.82841873168945,-63.45029067993164
-155.5,-61.95284652709961,-76.89215686274511,-58.69752089182536,-63.11375427246094,-77.17761697932679,-76.74841771476689,-77.17761697932679,-60.51759910583496,-60.88218879699707,-61.125,-60.395626068115234,-57.89617916666667,-58.487619400024414,-66.3123893737793,-58.16329161326091,-58.16329161326091,-69.84891128540039,-58.49592590332031,-59.92523956298828,-59.9593505859375,-66.90476608276367,-66.3123893737793,-54.50103187561035,-66.51325988769531,-57.695796966552734,-63.56246948242188
-155.0,-61.95284652709961,-76.85661764705883,-58.57880327436659,-62.99981594085693,-77.201872230338,-76.74808621349209,-77.201872230338,-60.394561767578125,-60.637033462524414,-61.0,-60.14674186706543,-57.85166,-58.22432994842529,-66.3123893737793,-58.11877250671387,-58.04457399580214,-69.84891128540039,-58.311692237854,-59.92523956298828,-59.89677429199219,-66.90476608276367,-66.3123893737793,-54.50103187561035,-66.4128246307373,-57.56120491027832,-63.56246948242188
-154.5,-61.95284652709961,-76.82107843137254,-58.46008565690782,-62.88587760925293,-77.22612748134921,-76.74775188804334,-77.22612748134921,-60.270586013793945,-60.39187812805176,-60.75,-59.897857666015625,-57.85166,-57.96104049682617,-66.3123893737793,-58.11877250671387,-57.92585637834337,-69.84891128540039,-58.49592590332031,-59.92523956298828,-59.77091026306152,-66.90476608276367,-66.3123893737793,-54.50103187561035,-66.3123893737793,-57.42661285400391,-63.56246948242188
-154.0,-61.95284652709961,-76.78553921568627,-58.385887145996094,-62.771939277648926,-77.25034428098651,-77.00506572685588,-77.25034428098651,-60.33257389068604,-60.018531799316406,-60.5,-59.77152156829834,-57.85166,-57.82841873168945,-66.3123893737793,-58.11877250671387,-57.85165786743164,-69.84891128540039,-57.94322490692139,-59.74841976165772,-59.19987869262695,-66.80785369873047,-66.41123008728027,-54.50103187561035,-66.3123893737793,-57.15544128417969,-63.67290878295898
-153.5,-61.95284652709961,-76.75,-58.385887145996094,-62.65800094604492,-77.27333631888419,-77.13861534592994,-77.27333631888419,-60.394561767578125,-59.645185470581055,-60.5,-59.645185470581055,-57.85166,-57.695796966552734,-66.3123893737793,-58.11877250671387,-57.85165786743164,-69.84891128540039,-57.75899124145508,-59.57159996032715,-59.07162666320801,-66.71094131469727,-66.51007080078125,-54.50103187561035,-66.3123893737793,-56.88426971435547,-63.783348083496094
-153.0,-62.07218551635742,-76.875,-58.385887145996094,-62.42656326293945,-77.29632835678187,-77.13827247855956,-77.29632835678187,-60.394561767578125,-59.645185470581055,-60.5,-59.51884937286377,-57.85166,-57.695796966552734,-66.4128246307373,-58.089093102349175,-57.85165786743164,-69.84891128540039,-57.75899124145508,-59.39478015899658,-59.07162666320801,-66.71094131469727,-66.50493240356445,-54.50103187561035,-66.21195411682129,-56.88426971435547,-64.00250625610352
-152.5,-62.191524505615234,-76.88888888888889,-58.385887145996094,-62.42656326293945,-77.31932039467954,-77.13792718289373,-77.31932039467954,-60.45608043670654,-59.645185470581055,-60.375,-59.39251327514648,-57.85166,-57.695796966552734,-66.51325988769531,-57.85165786743164,-57.85165786743164,-69.84891128540039,-57.75899124145508,-59.217960357666016,-58.94289588928223,-66.71094131469727,-66.49979400634766,-54.7510290145874,-66.11151885986328,-56.88426971435547,-64.22166442871094
-152.0,-62.42476272583008,-76.83333333333334,-58.385887145996094,-62.54050159454346,-77.32533023448578,-77.1375793747657,-77.32533023448578,-60.51759910583496,-59.390602111816406,-60.25,-59.26426601409912,-57.85166,-57.56120491027832,-66.51166534423828,-57.61422263251411,-57.85165786743164,-69.84891128540039,-57.3833236694336,-59.217960357666016,-58.94289588928223,-66.61210060119629,-66.40288162231445,-55.00102615356445,-66.11151885986328,-56.88426971435547,-64.22166442871094
