Longitude,ACCESS-CM2,ACCESS-ESM1-5,CMCC-CM2-SR5,CMCC-ESM2,CanESM5,EC-Earth3,EC-Earth3-CC,EC-Earth3-Veg,EC-Earth3-Veg-LR,FIO-ESM-2-0,GFDL-ESM4,IPSL-CM5A2-INCA,IPSL-CM6A-LR,MIROC6,MPI-ESM1-2-HR,MPI-ESM1-2-LR,MRI-ESM2-0,NorCPM1,NorESM2-MM,SAM0-UNICON,TaiESM1
-169.5,-63.2335090637207,-59.217960357666016,-61.72504806518555,-61.72504806518555,-64.86719512939453,-75.36485385759605,-76.45792619630986,,-75.71940519945814,-60.5228,-74.9619369506836,-74.5593319403266,-68.78427707764098,,-77.55910217659712,-76.17540388881169,-66.0,-59.45434188842773,,-61.05702209472656,-60.62667380438911
-169.0,-63.07196044921875,-59.217960357666016,-61.72504806518555,-61.72504806518555,-64.54274940490723,-75.34879779787445,-76.46184855600144,,-75.90223304048587,-60.5228,-74.54765701293945,-74.6913270880687,-68.60285430884676,,-77.5475605917778,-76.15359987338297,-66.0,-59.45434188842773,,-61.05702209472656,-60.56731541951497
-168.5,-62.6025276184082,-59.217960357666016,-61.72504806518555,-61.72504806518555,-64.43910217285156,-75.38978454776426,-76.4327587983399,,-75.89657196227708,-60.5228,-74.54765892028809,-74.75516481313608,-68.60285918714368,,-77.53535351010977,-76.13179585795426,-66.0,-59.3059459262424,,-61.05702209472656,-60.522796630859375
-168.0,-62.6025276184082,-59.217960357666016,-61.72504806518555,-61.72504806518555,-64.43910217285156,-75.35732338563122,-76.30385513678132,,-75.86489123902402,-60.5228,-74.4095630645752,-74.76255764889648,-68.60284951032045,,-77.52382818786401,-76.10999184252553,-66.0,-59.06851238674588,,-61.05702209472656,-60.522796630859375
-167.5,-62.6025276184082,-59.217960357666016,-61.72504806518555,-61.72504806518555,-64.43910217285156,-75.37289371571471,-76.2775356793661,,-75.9326104766783,-60.5228,-74.17940902709961,-74.7257465771014,-68.42136311348784,,-77.53582503050713,-76.08818782709682,-66.0,-59.00915400187174,,-61.05702209472656,-60.522796630859375
-167.0,-62.6025276184082,-59.217960357666016,-61.72504806518555,-61.72504806518555,-64.43910217285156,-75.38776513833895,-76.29878865062592,,-75.85793502153145,-60.5228,-74.13337707519531,-74.69132104599474,-68.60293961451777,,-77.52849630388218,-76.06638381166809,-66.0,-59.12787077162001,,-61.05702209472656,-60.522796630859375
-166.5,-62.6025276184082,-59.217960357666016,-61.72504806518555,-61.72504806518555,-64.43910217285156,-75.48255771030965,-76.20989410365908,,-75.87527286385522,-60.5228,-74.04131317138672,-74.62319824898839,-68.78452305675722,,-77.52116757725724,-76.04457979623938,-66.0,-58.92011642456055,,-61.05702209472656,-60.522796630859375
-166.0,-62.6025276184082,-59.217960357666016,-61.72504806518555,-61.72504806518555,-64.43910217285156,-75.48487371067117,-76.23809751087086,,-75.90297297068045,-60.5228,-73.94924926757812,-74.42739473341703,-68.78457642334968,,-77.51383885063231,-76.02277578081066,-66.0,-58.92011642456055,,-61.05702209472656,-60.522796630859375
-165.5,-62.6025276184082,-59.217960357666016,-61.72504806518555,-61.72504806518555,-64.43910217285156,-75.4871311834454,-76.19453916330085,,-75.93107575375151,-60.5228,-73.85718536376953,-74.49333638054168,-68.96329934333156,,-77.50651012400738,-76.00097176538193,-66.0,-58.92011642456055,,-61.05702209472656,-60.522796630859375
-165.0,-62.6025276184082,-59.217960357666016,-61.72504806518555,-61.72504806518555,-64.22166442871094,-75.48922490379063,-76.16258201856081,,-75.79012222573752,-60.5228,-73.81115531921387,-74.691315003552,-68.96344657880601,,-77.49918139738243,-75.97916774995322,-66.0,-58.92011642456055,,-61.05702209472656,-60.73055097791884
-164.5,-62.6025276184082,-59.217960357666016,-61.72504806518555,-61.72504806518555,-64.22166442871094,-75.49126408735513,-76.24586018720645,,-75.76346928193703,-60.5228,-73.67306327819824,-74.7551706551034,-69.14218665934592,,-77.51941458244042,-75.95736373452449,-66.0,-58.92011642456055,,-61.05702209472656,-60.61183420817057
-164.0,-62.6025276184082,-59.217960357666016,-61.72504806518555,-61.48637008666992,-64.32868766784668,-75.4931279605967,-76.23393263621854,,-75.74836592944577,-60.5228,-73.58100128173828,-74.69136079342326,-69.23005815179921,,-77.54389227898861,-75.93555971909578,-66.0,-58.92011642456055,,-61.05702209472656,-60.522796630859375
-163.5,-62.6025276184082,-59.217960357666016,-61.72504806518555,-61.48637008666992,-64.43910217285156,-75.46825101013852,-76.23169743926428,,-75.7503101269397,-60.5228,-73.48893928527832,-74.69134521484375,-69.49408726533593,,-77.53827978513337,-75.91375570366706,-66.0,-58.92011642456055,,-61.05702209472656,-60.522796630859375
-163.0,-62.6025276184082,-59.217960357666016,-61.72504806518555,-61.48637008666992,-64.43910217285156,-75.34343520852204,-76.20719382487997,,-75.75206894357179,-60.5228,-73.2587833404541,-74.69134521484375,-69.49413303890933,,-77.7319557776458,-75.89195168823834,-66.0,-58.92011642456055,,-61.05702209472656,-60.522796630859375
-162.5,-62.6025276184082,-59.217960357666016,-61.72504806518555,-61.2476921081543,-64.43910217285156,-75.24932515631059,-76.25425810957778,,-75.74061109139345,-60.5228,-73.02862548828125,-74.82330310228464,-69.49410095964716,,-77.6785600177241,-75.87014767280962,-66.0,-58.92011642456055,,-61.05702209472656,-60.522796630859375
-162.0,-62.6025276184082,-59.217960357666016,-61.72504806518555,-61.2476921081543,-64.33038330078125,-75.29480364989362,-76.25597551259501,,-75.75529062430418,-60.5228,-72.93656158447266,-74.95529724299905,-69.406178398196,,-77.59755055281643,-75.8483436573809,-66.0,-58.890437020195854,,-61.05702209472656,-60.522796630859375
-161.5,-62.6025276184082,-59.217960357666016,-61.72504806518555,-61.2476921081543,-64.22166442871094,-75.25043878550777,-76.22956568749503,,-75.75676155245164,-60.5228,-72.84450149536133,-74.95533752441406,-69.49426272441455,,-77.59430783097707,-75.82653964195218,-66.0,-58.65300178527832,,-61.05702209472656,-60.522796630859375
-161.0,-62.6025276184082,-59.217960357666016,-61.72504806518555,-61.2476921081543,-64.43910217285156,-75.25331177749476,-76.11028098851074,,-75.75803556706335,-60.5228,-72.79847145080566,-74.95533752441406,-69.49430086905905,,-77.65921240441543,-75.80473562652347,-66.0,-58.41556655036079,,-61.05702209472656,-60.522796630859375
-160.5,-62.6025276184082,-59.217960357666016,-61.72504806518555,-61.2476921081543,-64.43910217285156,-75.23621798141326,-76.01162411620801,,-75.75927268257198,-60.31504388888889,-72.6603775024414,-74.95533752441406,-69.49445005110627,,-77.5680386125502,-75.78293161109474,-65.75,-58.385887145996094,,-60.8492677476671,-60.522796630859375
-160.0,-62.6025276184082,-59.03745174407959,-61.72504806518555,-61.48637008666992,-64.43910217285156,-75.24458495725858,-76.01271922571895,,-75.76030243257574,-60.07760833333334,-72.56831359863281,-74.95533752441406,-69.66774884397027,,-77.53435272315589,-75.76112759566603,-65.5,-58.385887145996094,,-60.61183420817057,-60.522796630859375
-159.5,-62.6025276184082,-59.217960357666016,-61.72504806518555,-61.48637008666992,-64.43910217285156,-75.24546380255705,-76.01377887400484,,-75.76887480452594,-59.98857,-72.56831359863281,-74.95533752441406,-69.84088901197165,,-77.53405015379607,-75.7393235802373,-65.5,-58.385887145996094,,-60.522796630859375,-60.522796630859375
