,ACCESS-CM2,ACCESS-ESM1-5,CMCC-CM2-SR5,CMCC-ESM2,CanESM5,EC-Earth3,EC-Earth3-CC,EC-Earth3-Veg,EC-Earth3-Veg-LR,FIO-ESM-2-0,GFDL-ESM4,IPSL-CM5A2-INCA,IPSL-CM6A-LR,MIROC6,MPI-ESM1-2-HR,MPI-ESM1-2-LR,MRI-ESM2-0,NorCPM1,NorESM2-MM,SAM0-UNICON,TaiESM1
1803-08-15,16.090862,16.980011,15.165314,14.824833,23.057497,10.840722,9.252607,9.323864,12.857749,18.854723,14.357008,21.080204,23.138592,4.2176833,16.503443,13.232889,20.916756,21.465153,14.553635,20.669659,18.36071
1803-09-15,17.12198,18.215591,15.648794,15.49648,23.051882,11.322059,10.224522,10.417351,14.018095,19.546751,15.436438,20.870232,23.898737,4.445811,18.201035,14.830322,21.54533,21.952349,15.439014,21.167667,19.224976
1803-10-15,16.790459,17.702883,15.111658,14.968633,21.872421,11.099531,9.951342,10.245853,13.429415,19.216152,15.428444,18.126514,23.53527,3.8140173,17.244928,14.164646,21.255165,21.682983,14.527875,21.105618,18.685211
1803-11-15,15.738457,15.979867,13.517319,13.125743,19.603096,9.358861,8.382526,8.287046,11.464446,17.836632,13.694526,12.645287,21.968758,2.7910795,11.734829,10.619919,19.5472,20.430573,11.55115,19.87166,17.865673
1803-12-15,11.627089,12.430203,9.326065,9.023523,17.111834,5.2363377,3.3970137,3.632687,5.368123,15.387666,7.8997273,6.137156,16.464771,0.85759026,4.9546447,5.8399267,16.847004,18.68404,8.156417,17.456345,15.822195
1804-01-15,3.3017368,5.5907784,4.119313,4.4756293,13.1991825,1.7487482,0.6535681,1.1647515,1.2929313,9.583806,1.3217145,2.3223042,8.438141,0.09992588,1.5029354,1.2142738,8.370196,12.09889,3.8990393,12.551536,9.198757
1804-02-15,0.7887083,3.6414275,0.8294786,1.2645073,9.221104,0.5281775,0.22655231,0.53194404,0.5224713,5.410561,0.5916716,1.1633204,4.4888926,0.008439518,0.43588537,0.3088748,4.672916,6.7953787,2.5544863,7.241182,5.0469933
1804-03-15,1.3399118,3.7976873,0.8270974,1.6935103,10.485575,0.8509239,0.261991,0.7996873,0.96839625,5.164859,1.3203884,1.5805498,4.8941355,0.09596799,0.7818915,0.67671734,5.0746784,7.0493994,3.1683855,7.28786,4.923883
1804-04-15,3.6729488,5.067076,4.1594286,4.7968764,13.535599,2.1548553,1.0480729,1.928196,2.1843772,8.230034,3.3095543,3.8888052,7.899125,0.6373908,2.3849947,2.0218635,8.083378,10.367514,5.4691906,11.4213295,8.387106
1804-05-15,7.531945,7.7005835,8.054107,8.209069,16.434185,4.0832276,2.1811316,3.4444342,4.912626,11.742376,5.74341,8.412334,13.056546,1.5411353,5.2731743,3.8816538,12.213125,15.381278,8.047153,15.043509,12.416895
1804-06-15,11.067447,11.273126,10.777924,10.883673,18.754833,6.5192804,3.9981403,5.062775,7.6010485,14.328402,9.0192995,13.677319,16.548187,2.52259,8.788032,7.0257745,16.321255,18.559372,10.355567,17.747372,15.029972
1804-07-15,14.166383,14.565743,13.444752,13.171911,21.230915,8.848122,7.0309715,7.532181,10.568565,16.82819,11.626114,17.09938,19.46536,3.3785224,12.769807,10.213471,19.16465,20.57408,12.18692,19.64922,17.00882
1804-08-15,16.1329,16.980732,15.409635,14.668562,22.522608,11.084404,9.288291,9.663362,12.521424,18.570875,13.648055,20.020714,21.938774,3.94861,15.5814495,12.840554,20.944664,22.021736,13.705644,21.295475,18.562233
1804-09-15,16.706299,18.15237,16.004673,15.6977215,22.857632,11.8436985,10.70919,10.755579,13.218742,18.749939,15.020618,20.76465,22.874998,4.1318016,17.03869,15.536018,21.564001,22.353958,14.935415,21.900623,19.236233
1804-10-15,16.557924,18.346233,15.474848,15.617264,21.406223,11.920165,9.677501,10.181163,12.427415,18.593496,15.184038,18.317806,22.777674,3.740518,16.109823,15.50798,21.534643,21.817413,14.151175,21.331097,19.070862
1804-11-15,14.8699665,16.794937,13.770669,13.996307,19.412943,10.050844,8.334073,8.020594,10.093472,17.720894,13.6292715,14.276297,20.53003,2.7797089,12.015741,11.82361,19.654268,20.133663,10.778709,20.019833,17.806412
1804-12-15,10.506624,12.974241,9.209108,9.398893,16.866535,5.802069,4.2003727,3.5632586,4.2121363,14.958051,8.833042,7.970706,15.709725,1.1485273,7.235655,6.037308,16.656216,18.37877,6.8349977,17.9504,14.853394
1805-01-15,3.475175,6.423446,4.4834137,3.4042768,13.020102,1.2691498,0.8292571,0.77706546,0.7117343,8.023158,2.8299575,1.8321073,6.636575,0.15050496,2.6689198,1.8234735,8.783519,12.709389,3.549263,12.919643,9.38626
1805-02-15,0.90413886,4.130415,1.0968347,0.8241193,8.8591585,0.42332548,0.32157546,0.31566826,0.45618448,4.3525977,0.8334351,1.1360575,3.0190158,0.029280763,0.69613266,0.5275012,5.204075,6.8647237,2.46263,7.9113755,5.787365
1805-03-15,1.1625319,4.2308826,1.2645917,1.3477097,9.600293,0.67591465,0.4239906,0.7079371,0.4057908,4.249699,1.8290899,1.4149972,4.3340096,0.19792649,1.2237868,1.1199551,5.698223,7.2012687,3.286406,6.913639,5.24718
1805-04-15,2.9375618,6.230873,4.6819706,4.024048,12.633247,1.9780731,1.7330067,1.4909313,1.676916,6.951628,4.553811,4.564853,7.8389683,0.70983154,3.6132421,2.5124626,9.027668,11.140976,5.078953,10.568321,8.525003
1805-05-15,6.601674,10.078295,8.497305,7.654184,15.590789,3.967139,4.3466716,2.7802157,3.4430895,10.701561,7.510743,9.019064,12.950291,1.7425838,6.930643,4.91463,13.345155,15.38722,7.6761613,14.141048,12.298647
1805-06-15,10.342198,12.963916,11.3372345,10.661234,18.812773,6.5131245,6.003418,4.8480954,5.978392,13.979108,10.464712,13.932157,17.108902,2.9296792,10.277057,7.633457,16.825993,18.30527,10.049137,16.88562,14.875462
1805-07-15,12.899819,15.482268,13.636636,13.333492,21.235619,9.876648,8.543685,8.01547,9.436998,16.469156,12.886146,18.212181,19.76243,3.7664335,13.270224,11.337084,19.425632,20.51484,12.516915,19.056396,16.826256
1805-08-15,15.192936,16.837952,15.227165,15.42087,22.974735,11.486976,10.183092,10.102404,11.715665,18.30632,14.876089,20.668598,21.965935,4.5056443,16.171816,14.641224,20.697088,21.620953,14.668979,20.715183,18.624681
1805-09-15,15.632053,17.722683,15.659788,16.11459,22.98122,12.405108,10.928734,10.897968,12.297678,19.219692,16.383049,20.862854,22.12849,4.400192,17.941563,16.478184,21.60341,21.814207,15.000835,20.884766,19.106636
1805-10-15,15.648208,17.145443,15.3763485,15.645529,21.589815,12.416166,10.393924,10.475429,11.703547,19.178917,16.810978,18.329323,21.813938,4.057638,17.070065,15.789444,21.409077,20.467411,14.007605,20.644373,18.64452
1805-11-15,14.569202,15.257972,13.8991375,14.1529455,19.456245,11.081411,8.892412,8.202102,9.832004,18.333897,15.876274,12.439142,20.645683,3.0460389,13.78349,12.437653,19.502815,19.051666,11.9682255,19.496014,17.52872
1805-12-15,11.584726,11.01999,9.629152,10.079132,16.813908,6.765824,5.6344237,4.2962236,5.5169225,15.970236,10.717703,5.618839,16.823135,1.0729046,8.765313,6.595266,15.68155,16.610596,7.80978,16.971336,15.33285
1806-01-15,3.382406,6.5376263,4.07277,4.3376536,13.159876,0.7600541,0.7209387,0.8222594,1.1335593,8.999237,2.0810263,1.7517316,8.0195265,0.17000583,4.2272754,2.6802995,8.065494,10.4948015,3.7774434,13.028806,10.6144285
1806-02-15,0.8727149,4.7980394,1.4101583,1.1436783,9.054319,0.25846013,0.24397701,0.09511857,0.3856967,4.0230317,0.677649,1.2114272,3.395078,0.007462567,1.682634,0.8785336,4.830687,7.029874,2.7415695,6.9922376,5.731156
1806-03-15,1.3897285,4.391998,1.0284733,1.5631051,9.973439,0.717819,0.51087904,0.3301881,0.7316332,4.0145507,1.9437262,1.6102158,4.9484344,0.07136245,2.0508044,1.3825052,5.6440754,7.4559226,3.6372702,6.83159,5.5597644
1806-04-15,3.7046986,5.5476904,4.086955,5.202142,13.040946,1.7683799,1.88333,1.6073601,2.141444,7.933992,4.565712,3.7243965,9.710516,0.6454225,4.0689087,2.8455358,8.726089,11.036033,5.819502,10.74814,8.840083
1806-05-15,7.886343,8.019915,7.9251738,8.682642,16.416147,4.021072,4.03067,3.2330897,4.7208085,11.399401,7.5437427,8.331297,15.001234,1.5658534,7.319008,5.0058975,13.41144,14.844492,8.26445,14.343998,11.993168
1806-06-15,11.594273,11.488041,10.608957,11.23263,18.753227,7.395128,6.6269875,5.298155,7.654312,14.689173,10.544605,12.671535,18.835457,2.713429,11.262236,8.521333,17.224628,18.050228,10.623649,17.312943,14.499964
1806-07-15,13.792906,14.131267,12.896982,13.626707,21.192781,10.297527,8.743563,7.875459,9.927742,17.00642,13.288524,16.946877,21.511864,3.7515285,14.354479,12.486196,19.375652,19.93136,13.122721,19.389606,16.49562
1806-08-15,15.9792595,16.054565,14.804578,15.44599,22.226072,12.306802,10.127726,10.112582,11.739544,18.825413,15.631252,20.18291,23.174425,4.314424,18.086948,15.672148,20.854267,21.610828,15.236996,20.754269,18.255795
1806-09-15,16.919426,16.934464,15.287001,16.3287,22.399885,13.028997,11.38154,11.198332,12.521243,19.49741,16.888718,20.756458,24.120247,4.548144,19.797,17.671719,21.783611,21.500042,15.851946,21.470966,19.015041
1806-10-15,16.861916,16.831795,15.087179,15.558577,21.379677,12.597788,11.036123,11.196403,11.460736,19.368656,16.376526,18.882296,23.534601,4.3434834,19.386038,17.125195,21.68896,21.512932,15.337492,20.87111,18.935804
1806-11-15,15.311998,15.847602,13.572326,14.009865,19.463411,10.477806,8.770002,9.278223,9.128678,18.002949,14.4638405,14.201713,20.651733,3.0541482,14.891834,13.070862,20.260763,20.63229,12.840583,19.987867,17.764492
1806-12-15,10.883333,12.348765,9.664563,9.640853,17.081518,6.35614,4.9972563,4.76778,4.806611,15.576436,8.855887,7.0878973,16.31828,1.2165828,7.690342,6.63624,17.499702,18.173996,8.064076,18.10404,14.775129
1807-01-15,3.9202046,7.5732613,4.234343,4.5643344,13.480865,1.3252401,0.93130064,1.0201495,0.5693573,10.07629,1.690152,1.8791789,7.6375327,0.1845412,3.019849,2.0794249,11.120108,10.901263,3.7525063,14.588191,8.9381275
1807-02-15,1.0180411,3.8513064,0.92369366,1.4161797,8.806986,0.7927654,0.28938618,0.32729113,0.23427044,5.9633713,0.39204463,0.8897134,3.5604272,0.045636594,0.9560423,0.78174967,6.120838,6.5153904,2.6232517,7.3471017,4.6743827
1807-03-15,1.4148204,3.72486,1.4832361,1.9491179,9.899983,0.9293138,0.39522877,0.5676931,0.42088383,5.6957603,1.4335933,1.3518863,4.6347585,0.15010916,1.146656,0.97842896,6.45947,7.2329216,3.3192277,6.4977994,4.7384696
1807-04-15,3.5487933,5.41373,4.63869,4.923178,13.087725,2.0877638,1.4532707,1.5290598,1.786884,9.103134,4.020408,3.1877193,9.045998,0.68148535,3.1180573,2.3622136,9.077072,10.935193,5.3140783,11.285902,8.418107
1807-05-15,8.384734,9.659189,8.010275,8.311162,15.988411,4.0777535,3.442421,3.373701,3.7526999,12.524801,7.200485,7.8796716,14.114589,1.6132382,6.4039965,4.7208014,13.500443,14.737373,8.229495,15.3939,11.977972
1807-06-15,11.775688,12.7666025,10.955553,10.99721,19.085487,6.344761,5.364108,5.7665644,6.393938,15.164891,9.838072,12.770761,18.030422,2.4877062,9.774607,7.723482,17.405764,18.023046,11.143656,17.883568,14.568674
1807-07-15,14.020837,14.916394,13.520964,13.379982,20.682663,8.822538,7.600596,8.697123,9.0895405,17.542793,12.282741,18.44825,21.241432,3.25123,13.25409,12.199869,19.917072,20.248281,13.7393265,19.674849,16.519543
1807-08-15,15.613088,16.487934,15.239391,15.461914,22.236935,11.0989485,9.215543,10.687363,10.61176,19.038551,14.834912,20.910917,23.129307,3.7936504,16.842136,15.765339,21.461575,21.96672,15.74226,21.038288,18.182053
1807-09-15,16.497688,17.403564,15.835558,16.426517,22.741459,12.044205,10.203049,11.578414,11.092825,19.862444,16.159962,21.434965,24.08622,4.324039,18.87306,18.530033,22.060188,22.295311,16.33616,21.482414,18.801315
1807-10-15,16.726109,17.17162,15.651451,15.351206,21.470192,11.8393,9.902214,11.630205,10.887686,20.022776,16.14046,18.987873,22.5545,4.3175178,18.860903,17.804405,21.652098,21.58854,15.756217,21.353249,18.827585
1807-11-15,15.023045,16.170872,14.04907,14.000832,19.870462,10.018221,8.50464,9.989794,8.575609,18.725498,14.221596,13.803177,20.911186,3.0171528,15.782968,13.185219,19.972662,20.066496,13.305374,19.948341,17.690739
1807-12-15,10.736388,12.155887,9.632564,10.503977,16.819948,5.9664354,5.157909,5.5450954,3.8940248,16.144148,8.11901,6.536193,16.394299,0.8513135,8.401232,5.977129,15.067784,17.891705,7.229889,16.832294,15.217093
1808-01-15,3.0494616,6.6882095,3.941525,4.563172,12.344191,1.9826415,0.59661746,1.0317597,0.6628578,10.090159,2.4944744,3.008714,7.7419925,0.14077686,3.6602693,0.9004685,5.314933,11.783019,2.918559,11.830818,10.722935
1808-02-15,0.42722252,4.2326455,0.7772546,1.2084501,8.846712,0.8986967,0.115312435,0.11368334,0.2833109,4.825677,0.6525183,1.8028228,4.1113157,0.022942811,1.6999354,0.15289125,2.6582234,7.528679,2.3468819,8.374814,5.2487783
1808-03-15,0.81448627,4.632655,1.5192957,1.7682065,9.650782,0.86562157,0.41950735,0.42462772,0.56520176,4.8283253,1.5795918,2.1957204,5.0895405,0.07447931,2.3504465,0.5885071,3.5140693,7.780875,3.0052073,7.669298,4.999895
1808-04-15,3.0514164,6.4079113,4.491501,4.7023826,12.560889,2.0108922,1.2995745,1.6264228,1.7168831,7.697995,4.3268337,5.0638123,8.864456,0.6998055,4.571403,2.1437488,7.0335264,10.778416,4.72194,11.073209,8.48772
1808-05-15,6.5296464,10.761676,8.169072,8.044282,15.694799,4.2330236,3.0148168,3.8265445,3.482639,11.313179,7.234781,10.0529995,14.037534,1.5906157,7.535414,4.1955724,11.98201,14.646004,7.104765,14.958761,11.951725
1808-06-15,10.905354,14.0967,10.929466,10.979786,18.641539,6.8908067,5.5453806,5.7171893,5.6661825,14.572706,10.230191,15.495209,17.936964,2.3158915,11.613704,7.2541566,15.843072,17.674747,9.769247,17.612446,15.020346
1808-07-15,13.800529,16.13495,13.58399,13.548496,21.324383,9.1338625,7.827818,8.610085,8.208964,17.018261,13.29143,19.448322,20.503862,2.9608557,16.22919,10.664354,18.64119,20.029968,12.624102,19.273281,16.897383
1808-08-15,15.609678,17.143942,15.095135,15.307468,22.477167,11.516789,9.811522,10.542618,10.123371,18.968811,15.994483,22.098267,22.506191,3.5175061,18.953524,14.146361,20.920523,21.138168,14.623753,20.299164,18.342709
1808-09-15,16.203077,17.79874,15.655222,15.881851,22.750069,12.140994,10.745026,11.282445,10.942211,19.83727,17.327263,22.127872,23.394993,3.8383846,21.298153,15.992529,21.71197,21.604792,15.670113,20.815796,18.988228
1808-10-15,15.8327,17.183329,15.403503,15.907335,20.902542,12.152948,10.467451,10.480219,10.470719,19.911222,17.286879,19.714325,21.993248,3.8734431,21.138718,14.579735,21.084715,21.486385,15.117293,20.686092,18.888245
1808-11-15,14.288309,16.183865,14.114845,14.769254,18.771725,10.908911,8.358017,8.539773,8.655745,18.6592,15.013917,14.851476,20.222311,2.980097,17.43277,11.9402485,19.063513,19.8575,12.048091,19.622526,17.79341
1808-12-15,10.16333,12.335765,10.182053,10.508576,16.378483,7.0056553,4.934318,4.3560615,3.9449708,16.265612,10.169809,7.5094295,15.44809,1.0789922,9.712722,6.044745,15.878201,17.453028,6.768585,16.773903,15.03204
1809-01-15,3.7385817,6.8583183,4.028349,4.2066793,12.297932,2.4156983,0.8717797,1.5574913,0.9028097,10.635663,3.1686327,2.6024413,7.604136,0.13869888,3.7862585,2.240698,7.7939625,11.381519,3.0381255,12.740867,9.507667
1809-02-15,1.5582317,4.222835,1.1405833,0.9991332,7.438708,0.8117878,0.12238708,0.66727513,0.38577884,4.101598,1.1498181,1.9509923,3.6716368,0.014706645,1.5395671,0.92173994,4.1381826,6.110594,2.3607883,9.768227,4.242606
1809-03-15,1.4934452,4.126951,1.4894502,1.9612944,8.694717,1.1609604,0.60874015,0.9317176,0.85888153,4.430007,2.0659022,2.0774446,4.4105015,0.11924983,1.8420593,1.0798256,4.513011,6.721231,3.0477269,8.963931,4.0724525
1809-04-15,3.5096807,5.49491,4.5459538,4.8926573,11.106731,2.5551262,1.3278339,1.91135,1.9094384,8.052985,4.6578956,5.0355377,7.834313,0.75917745,4.73052,2.3498135,8.015423,9.874873,4.6402035,11.593348,8.294468
1809-05-15,7.092339,8.407743,8.31868,8.386359,14.619463,5.546529,2.8747203,3.3761716,3.1886194,12.05096,7.78727,9.742131,12.604407,1.5644631,7.6990676,4.4089904,12.624498,14.734448,6.685458,14.701117,11.59248
1809-06-15,10.281324,12.260707,11.267069,11.151033,17.364119,8.364157,4.5980196,5.648919,4.802088,15.218552,10.780376,14.320858,16.769938,2.7163315,11.0142565,7.173217,16.470192,17.845577,9.5150175,17.051485,14.479879
1809-07-15,13.687352,15.088036,13.185154,13.721751,19.199833,10.737867,7.1208277,7.850268,7.435861,17.345154,13.514326,18.667412,19.994709,3.589748,15.446035,11.390015,19.056473,20.15509,12.125395,19.07072,16.759867
1809-08-15,15.861034,17.041178,15.105244,15.641758,21.586954,12.945662,9.19516,9.838789,9.566795,18.898396,15.779902,21.21266,21.554035,4.1389747,18.46117,15.193377,21.060074,21.320267,13.967266,20.461748,18.165863
1809-09-15,16.910011,17.751753,15.68778,15.889223,21.654766,14.115118,10.285446,10.803547,11.152114,19.583435,16.426788,21.584412,22.139145,4.3004656,19.691786,17.343903,21.813269,21.8628,15.54712,21.10605,18.963661
1809-10-15,16.444809,18.17473,15.165482,15.335529,20.957956,13.444762,10.219014,10.440678,10.508052,19.465601,16.297125,19.408598,21.913952,4.1445656,19.578903,16.910639,21.53577,21.08123,15.264811,20.843798,18.951962
1809-11-15,14.910114,16.58268,13.413103,13.856848,18.861774,11.955623,8.315384,8.398977,8.62062,18.374695,14.885421,15.014472,20.406822,2.8540537,15.603308,12.732274,19.660046,20.001373,12.688626,19.776594,17.955803
1809-12-15,11.027362,11.680463,9.340057,10.006561,16.016375,7.8947,4.344829,4.0539193,3.535323,15.919205,9.754283,8.869481,15.875668,1.1439245,8.59541,6.3170466,15.546461,18.120523,7.313533,17.70277,15.49559
1810-01-15,2.7884376,5.1106358,4.04064,5.077658,11.16485,1.7520547,1.0663856,0.71340793,0.66986996,10.662977,2.4436297,2.617142,6.370471,0.1577877,3.5804644,2.067722,8.507158,12.107368,2.9835012,14.932848,8.833022
1810-02-15,0.7157697,2.919989,1.4829544,1.7922913,7.969707,0.63153684,0.4293076,0.29229623,0.31319487,4.847525,1.119749,1.0763533,2.9308972,0.04003431,1.2258481,0.6981739,5.449998,7.1522813,2.1291885,9.153547,4.409877
1810-03-15,1.1643832,3.0626655,1.924293,2.1114774,9.048314,0.7901586,0.44445825,0.483794,0.52285683,5.0264344,2.1675808,1.6758312,3.775254,0.14880739,1.5426614,0.82119757,5.4904284,7.6253777,3.0175245,7.7920322,4.343789
1810-04-15,2.8208504,4.908395,4.189197,5.066191,11.8784685,2.3982878,1.5600713,1.6351297,1.447056,8.588808,4.8330727,4.0101805,6.513467,0.7917759,3.716895,2.299819,8.202499,10.982912,4.8195686,11.320599,7.846525
1810-05-15,5.6802416,8.347324,7.4631166,8.879137,15.192629,5.2351494,2.861991,3.1180382,3.455076,12.661034,7.7480345,8.883289,11.556078,1.554252,6.9405527,4.5243053,13.0780525,15.312727,7.491827,14.770681,11.631582
1810-06-15,9.4120245,12.08899,10.314114,11.93548,18.368893,8.32049,4.801212,4.9013486,5.8613324,15.707968,10.750375,14.363004,16.309675,2.5568707,10.77737,7.7641864,16.774752,18.434982,10.425035,17.17669,14.785992
1810-07-15,13.124424,14.579746,13.097833,14.108131,20.754356,10.675764,7.2953568,7.074558,8.922489,17.978794,13.47023,18.953892,20.283995,3.7950428,14.358855,11.179062,19.151604,20.537577,12.920954,19.471663,17.20653
1810-08-15,14.988082,16.194214,14.768786,16.206093,22.006386,12.498203,9.355193,9.775499,10.892942,19.328299,15.266356,22.107231,22.781336,4.3191957,18.013283,14.237768,21.034845,21.952374,15.118307,20.694126,18.734207
1810-09-15,16.181631,16.982594,15.484478,16.848658,22.304054,13.337409,10.425408,10.753555,12.095818,20.125553,16.503633,21.925102,23.456635,4.637664,19.67133,17.198256,21.802208,22.49593,16.02875,21.318203,19.492348
1810-10-15,16.358423,17.371117,15.1053505,16.126858,20.964687,12.932356,10.150099,10.563381,11.887123,19.779964,16.4964,18.969097,23.108028,4.243155,18.634003,16.298693,21.604967,21.689526,15.185293,21.095633,19.197624
1810-11-15,14.938967,16.569408,13.736921,14.360117,19.04456,11.166923,8.427539,8.879417,10.056598,18.829605,14.857934,14.835615,20.959126,3.2419832,14.641804,11.279903,20.266968,20.20343,12.141722,20.107819,17.998575
1810-12-15,11.036417,13.793574,10.224474,10.778713,16.703812,7.049055,5.1665325,4.67535,5.0152297,16.214407,10.106402,6.9877434,15.632542,1.2137593,8.051091,4.928393,16.550247,18.00788,6.957906,17.941227,15.884705
1811-01-15,3.6750827,5.620286,4.0150056,4.5925055,13.861771,2.221946,1.6389008,0.98686826,0.49439716,10.649161,2.7224636,2.585017,7.5486364,0.22483563,2.7627528,2.039435,8.344244,11.989332,3.150951,14.582767,10.171333
1811-02-15,0.96652746,2.56558,1.2638729,0.82551664,10.907389,0.99349993,0.28789216,0.1755792,0.26010507,6.097432,1.032046,1.6139102,3.7636316,0.08812237,0.97444355,0.9826539,4.788118,8.035345,2.5108047,8.543583,5.2230725
1811-03-15,1.3888932,2.7554383,1.8006647,1.2661579,11.34593,1.3993084,0.72699785,0.48249424,0.39307636,5.887811,2.0152156,2.0617673,4.701492,0.24274169,1.4077873,1.1423273,5.7311525,7.8613863,3.2712443,7.979102,5.1513686
1811-04-15,3.5221746,4.466504,4.7446094,4.271969,13.824446,2.7248087,1.5796973,1.4447691,1.2995948,9.439367,4.6550164,4.255395,7.575452,0.9029428,3.1435258,2.4898214,9.746929,11.937057,4.8885665,11.490441,8.370576
1811-05-15,6.863762,8.662622,8.452826,8.37552,16.958023,5.0585017,3.4090874,3.156199,2.9033034,13.111985,7.83219,8.7248955,11.92247,1.795646,6.520039,3.8932967,13.859808,15.909531,7.0600467,15.028847,12.069019
1811-06-15,10.699959,12.515255,11.356924,11.366132,19.418612,8.481166,6.12646,5.491727,5.7468452,15.964651,10.839336,13.351778,16.298283,2.9485126,10.083527,6.3522034,17.363438,18.949621,9.801687,17.736422,14.934719
1811-07-15,13.63676,15.187135,13.722023,14.016344,21.409914,11.327564,8.420486,8.366735,8.90833,18.333511,13.029394,17.431908,19.235273,4.142489,13.677771,9.584631,20.096325,21.053617,12.628162,19.79307,17.23109
1811-08-15,15.550204,17.083424,15.44067,15.574233,22.778048,13.192507,10.335857,10.587617,11.331749,19.757149,15.197788,20.584274,21.432716,4.7813263,17.152538,13.247345,21.955212,22.507635,14.878011,20.90012,18.341078
1811-09-15,16.86819,18.274311,15.923133,15.7694435,23.37259,13.90245,11.054332,11.3406,12.639694,20.391384,16.42635,21.305618,22.256615,4.7268476,19.502825,15.666237,22.626574,22.822468,15.827544,21.468088,18.924232
1811-10-15,17.009695,18.016884,15.192174,15.37925,21.318151,13.899605,10.305012,11.0102215,12.06605,19.80618,16.668037,19.468449,21.642008,4.366003,19.45024,15.494858,22.110575,21.739439,14.941599,21.704823,18.702705
1811-11-15,15.303776,16.731415,13.83473,14.105928,19.242508,12.122862,7.36227,9.490061,9.170162,18.61338,15.191967,14.755971,19.826744,3.27715,15.673492,11.134535,20.381403,20.474604,11.792429,20.206482,17.461473
1811-12-15,11.840361,12.175965,9.690172,10.280661,17.011833,7.441307,3.7374287,5.37534,3.9019973,15.876144,10.151035,6.9955792,14.349249,1.4500523,6.5930815,5.1526346,14.7915745,17.58128,7.434639,17.631191,14.753914
1812-01-15,3.7483912,6.7287316,4.0395565,5.1499887,13.2542715,1.2788523,1.0170307,1.0294206,0.4759151,10.163591,1.6616664,2.5910826,8.009531,0.23051998,2.0496082,1.7056823,7.8941545,11.485978,3.258583,13.14188,9.554463
1812-02-15,0.49555963,3.5437622,1.4260784,0.88654673,9.173938,0.59133494,0.18801537,0.42438644,0.12776051,5.608789,0.562561,1.6037829,4.5930686,0.048067562,0.66099393,0.65674156,4.774745,7.5363674,2.170605,8.358339,5.2092147
1812-03-15,1.2399225,3.0496016,1.9903501,1.503001,10.012174,0.7945633,0.73836714,0.6363807,0.31641513,5.312711,1.4993054,2.0939634,5.1865144,0.16551217,0.8148257,0.8379366,5.9244204,7.661863,2.864832,7.8888617,4.862317
1812-04-15,3.9957929,4.7477684,4.4685955,5.185861,12.92895,2.2389097,1.7846761,1.9903902,1.338511,8.876667,4.1596804,5.167994,8.337211,0.8925363,2.51309,2.0324228,9.681765,10.682308,4.8923974,10.869602,7.6649866
1812-05-15,8.088889,8.731652,7.9935164,9.001111,16.177834,4.7468886,2.9512026,3.863018,3.3688354,12.225915,7.262704,11.224994,13.268015,1.8427639,5.5923615,4.1310415,13.124622,14.731545,7.0850925,14.507708,11.303816
1812-06-15,11.607771,12.1606455,10.867329,11.826443,19.28937,8.030876,4.738507,5.6361494,6.6914663,15.275799,10.563466,17.167725,16.68375,2.958169,8.963883,6.3262453,16.767971,17.931969,9.896408,17.25639,13.705139
1812-07-15,14.47956,14.978967,13.331986,14.3685875,21.728546,10.38231,6.950482,8.27403,9.172397,17.92501,13.197665,21.510181,20.215174,3.977418,12.608394,9.892589,19.801659,20.00999,12.42991,19.334717,15.958958
1812-08-15,15.905144,17.136171,15.310479,15.836515,22.470467,12.488401,9.141846,10.524899,11.365239,19.670431,15.147145,22.980507,22.360886,4.5686,16.425955,14.276596,21.624237,21.552666,14.521902,20.832523,17.357664
1812-09-15,16.453264,17.786226,16.261087,16.551237,23.14447,13.028746,9.886339,11.682022,12.119504,20.303202,16.383804,23.314714,22.815245,4.5503173,17.743513,16.819942,22.241232,21.997591,15.486567,21.495811,18.523767
1812-10-15,16.052828,17.840454,15.9255,16.50394,21.802177,13.043369,9.165316,11.147409,11.765078,20.275158,16.124584,19.960045,22.316544,4.234294,16.305605,16.288876,22.02893,21.530392,14.605229,21.22282,18.680075
1812-11-15,14.664719,16.69688,14.067394,15.047441,20.009914,11.156928,7.017973,9.277086,9.628828,19.110863,14.3651,14.479166,20.475761,3.156107,12.902734,11.823183,20.298965,20.512611,11.834146,20.179142,17.505165
1812-12-15,10.660808,12.368833,8.526146,11.170374,17.350513,7.3988743,3.7236416,5.03351,4.18509,16.662872,9.20628,6.4877424,15.755354,1.132309,7.369386,5.4002337,15.419614,18.365276,7.3690357,17.683125,14.634312
1813-01-15,3.313694,5.8349776,3.663042,4.824808,13.194754,1.7166927,0.6388615,1.2775064,0.49688837,10.340271,2.024322,2.673898,7.1113243,0.20434584,3.0984986,1.9813185,6.608329,12.515741,3.001275,13.308703,9.811018
1813-02-15,1.4405614,3.2777562,1.0026157,1.9352441,8.584507,0.7273436,0.21893923,0.31471804,0.26443452,4.69345,0.40873978,1.435864,3.61337,0.05074188,0.5575541,0.89339006,3.5871499,8.172965,1.9514579,9.721132,5.9578953
1813-03-15,2.0515423,3.5862997,1.6528517,2.1993487,9.92048,1.1892018,0.28629252,0.74632573,0.4545992,5.4916677,1.1028069,1.5775416,4.278583,0.15043508,1.1331929,1.5912555,4.3899717,8.016832,2.6707568,9.145741,5.9257474
