,ACCESS-CM2,ACCESS-ESM1-5,CMCC-CM2-SR5,CMCC-ESM2,CanESM5,EC-Earth3,EC-Earth3-CC,EC-Earth3-Veg,EC-Earth3-Veg-LR,FIO-ESM-2-0,GFDL-ESM4,IPSL-CM5A2-INCA,IPSL-CM6A-LR,MIROC6,MPI-ESM1-2-HR,MPI-ESM1-2-LR,MRI-ESM2-0,NorCPM1,NorESM2-MM,SAM0-UNICON,TaiESM1
1773-01-15,3.9521918,6.1809807,3.8549154,4.2615404,13.338605,1.4229064,0.6540245,0.7608824,1.3980497,8.765507,3.6488667,2.5057774,6.320409,0.20294632,1.4153062,1.3919265,7.6269093,10.75142,2.8573132,13.468967,10.153166
1773-02-15,1.2327018,3.6379995,0.9539454,0.9936015,8.401272,0.8367202,0.30483264,0.2439581,0.7262839,4.9517164,1.3653668,1.4791228,3.0928235,0.06789453,0.24016584,0.61094666,4.408242,6.646069,2.0824704,7.8986626,4.8347316
1773-03-15,1.369124,3.5913937,1.3427923,1.144151,9.4060545,0.92735,0.5618372,0.4765156,0.99838746,4.8068132,1.8958578,1.8833956,3.3185775,0.1507332,0.5786886,0.69004154,5.3773875,7.020188,2.9179828,7.2509437,4.2381277
1773-04-15,3.3735178,4.998506,4.7768416,4.077881,13.476023,2.343215,1.2951388,1.8174429,2.067955,7.8405976,4.7145534,3.7257636,6.722265,0.67111504,2.6136851,1.7446805,7.939309,10.648691,4.9223995,10.452474,7.9456553
1773-05-15,7.4634857,8.148298,8.439946,7.627603,16.266235,4.1869707,2.1747065,3.6323712,4.2745075,11.173207,7.905496,7.5654364,11.83773,1.60767,5.5413675,3.7479346,12.574163,14.843928,7.599962,14.594261,12.131327
1773-06-15,12.038348,12.099845,11.418895,10.692161,19.515285,7.07106,3.4288104,5.91613,7.0875773,14.466435,11.923201,12.497701,16.01643,2.7187374,8.238052,6.271913,16.579979,18.2927,10.15021,17.21162,15.018435
1773-07-15,14.793088,15.311148,13.96465,13.052602,21.363739,10.254854,5.842208,8.541595,10.212689,16.814548,14.826179,17.312176,19.209167,3.6839728,10.969818,8.777068,19.107357,20.46733,12.5374365,18.74836,17.194664
1773-08-15,16.309277,16.821115,15.651003,15.256323,22.540588,11.946804,7.3982706,10.497415,12.521974,18.671926,17.08826,19.755577,21.521795,4.252913,14.40287,11.393507,20.745909,22.058075,14.986427,20.044788,18.603985
1773-09-15,17.36699,17.319124,16.479748,16.112999,22.758152,12.67727,7.9939632,11.417939,13.589742,19.611652,18.507719,19.941513,22.213062,4.398692,16.571611,13.463856,21.746534,22.688585,15.745641,20.640787,19.156796
1773-10-15,17.241852,17.305393,16.314636,15.838818,21.393967,12.259073,7.4194574,11.198937,13.009343,19.700924,18.501072,17.476795,21.797903,3.8490994,16.140467,12.315227,21.333954,22.305946,14.85799,20.682968,19.194555
1773-11-15,16.067415,15.2025,14.731676,14.480073,19.435108,10.482644,5.6598167,9.629246,10.849422,18.64142,16.456356,13.26518,20.305683,2.7386665,11.82555,8.840709,19.320814,20.862507,12.323753,19.704502,18.131874
1773-12-15,11.846912,11.834083,10.817807,10.324057,16.906479,5.7772174,1.704124,4.128722,7.186122,15.985416,10.800518,5.9911165,15.572882,0.8599017,5.859658,4.2610726,17.057655,18.04501,6.9754696,17.770758,15.870558
1774-01-15,4.8894367,6.403136,3.8286226,3.9559865,14.190992,0.8613007,0.40570268,0.45307222,0.7698282,9.417418,3.1836288,2.3024583,7.611542,0.19244438,1.9674869,1.3773267,10.333431,11.014955,2.8204763,14.379166,10.343689
1774-02-15,1.8750181,4.01219,0.7058858,0.86205745,11.436133,0.29435873,0.2593216,0.15876012,0.26500022,4.748749,1.2964622,1.1870863,4.1706867,0.053300075,0.5449119,0.52112466,5.728184,6.256342,2.0534859,8.1507,5.901958
1774-03-15,2.3223617,4.2148666,1.5195425,1.3134569,11.828932,0.6963177,0.3517838,0.40243515,0.46761245,5.018645,2.0934353,1.7011347,5.294489,0.09936857,0.84876037,0.83880323,6.8335595,6.5891924,2.621707,7.343631,5.635316
1774-04-15,4.6084924,5.784406,4.8250604,3.8810987,14.347132,2.0136557,1.0594298,1.3094858,1.7649229,7.844484,5.117935,4.9989686,8.967556,0.6687056,2.3089206,2.0586066,10.872366,9.913691,4.5572777,11.65992,9.097071
1774-05-15,8.391024,9.05951,8.203889,7.313171,16.922981,4.478618,1.8790889,2.9171517,4.016567,11.472949,7.92962,9.841984,13.787203,1.3513334,4.473798,3.5835452,15.136159,14.0529995,7.4130096,15.369156,12.582923
1774-06-15,12.083817,12.011219,11.081299,10.293783,19.3738,7.482467,3.1233501,5.277688,7.1660485,14.501919,10.859338,14.533215,17.941082,2.3601425,7.218879,5.8180714,18.229494,17.42891,10.26821,18.064312,15.540691
1774-07-15,14.868894,14.681253,13.817813,13.410275,21.30295,10.059242,4.5144134,8.756713,10.3298645,17.200123,13.93935,18.45717,20.868298,3.2497969,10.557742,7.651511,20.239809,19.783077,12.629357,20.168106,17.309036
1774-08-15,16.662882,16.253342,15.782688,15.548507,22.814184,12.001688,6.7025747,10.754533,12.447396,19.12072,16.177334,19.6641,23.032362,3.8621023,13.788045,9.890262,21.634596,21.885334,14.889829,21.713346,19.056753
1774-09-15,17.191185,16.89308,16.601505,16.636982,22.900137,12.566086,7.431839,11.602341,13.593786,19.88293,17.724157,19.08466,23.685917,4.0353603,15.646396,11.402896,22.518917,22.519735,15.798683,21.712135,19.776566
1774-10-15,17.098265,17.008293,15.968798,16.835411,21.99646,12.226245,7.0107355,11.13409,12.525739,19.787441,17.716244,17.473564,23.463276,3.4733717,13.542653,11.004277,22.249086,21.936554,15.156616,21.10986,19.486977
1774-11-15,15.731511,15.886236,14.4871645,15.1015005,19.749117,10.36434,4.4731207,8.94059,9.901938,18.711258,15.94722,13.0154915,21.581242,2.466622,10.110307,8.09141,21.243364,20.875456,12.337618,19.922321,18.337963
1774-12-15,11.620664,11.251157,10.901884,10.399374,16.8192,5.7008553,1.6819103,4.682491,5.862053,16.172413,9.949306,6.2020497,16.34306,0.89606476,6.1385264,4.262288,17.650467,17.611217,6.7442513,17.906845,15.970786
1775-01-15,3.5451312,6.549654,3.6421366,3.603542,13.08,1.6068343,0.3294899,1.0465268,1.2242682,8.937853,2.1439495,2.2249093,6.0432363,0.18596761,1.6752696,1.4630213,10.180302,10.818506,2.2205672,13.449909,10.710115
1775-02-15,1.0236672,3.6952915,0.98437315,0.44919538,8.559355,0.087266766,0.08526883,0.47754344,0.6483305,4.595101,0.673629,1.3710656,3.7935302,0.05206727,0.19697818,0.421925,6.415829,6.2597647,1.8023276,8.2500305,6.0603266
1775-03-15,0.90872073,4.0568914,1.4777329,1.2232153,9.111816,0.90925944,0.23926042,0.66713333,0.94698304,4.9474506,1.4916202,1.5697722,4.236307,0.13658255,0.324065,0.75314957,7.1106606,6.430595,2.4070272,7.0925865,5.922996
1775-04-15,2.7786698,5.546216,5.1922603,3.578645,12.639038,2.7960758,0.9745494,1.5515132,2.1301892,8.23096,4.160429,3.7164476,7.3506007,0.6686071,2.2940106,2.0529532,10.083767,10.107592,4.0382957,11.591089,9.25801
1775-05-15,6.735805,8.651181,8.762341,7.575552,15.903809,5.486607,1.864581,3.7283087,4.877402,11.615301,7.2007875,8.222129,11.893296,1.3695396,5.3751907,3.5949817,14.228521,14.234737,6.446497,14.947014,13.016329
1775-06-15,10.682573,11.439304,11.483176,10.506006,18.749374,8.792147,3.003286,6.3391585,7.2757,14.832016,10.139153,12.9573555,16.36981,2.3278406,8.749133,5.583338,18.030966,17.507496,9.150934,17.65301,15.779161
1775-07-15,14.034632,13.931196,14.191746,13.197549,21.012394,10.678571,4.861784,9.495804,9.371553,17.053118,13.461205,16.591446,20.268883,3.3754408,11.619303,7.840738,20.388083,19.598274,12.152489,19.412506,17.755875
1775-08-15,16.079025,15.795736,15.851715,15.657268,22.367298,11.849779,6.60878,11.1413145,11.234554,18.546234,16.467813,19.530361,22.726181,4.217933,14.607744,10.355003,21.858332,21.004534,14.216927,20.86415,19.113018
1775-09-15,17.270393,16.671669,16.475481,16.276361,23.319996,12.414493,7.264229,11.694336,12.403065,19.383099,17.450224,19.519047,23.404448,4.5365148,17.155323,12.355531,22.49269,21.679878,14.966943,21.02013,19.613327
1775-10-15,16.858934,16.703537,16.187336,15.993895,22.063004,12.149978,7.0210085,11.602493,12.021744,19.402782,17.622719,17.629333,22.44865,4.26789,16.80025,11.534668,22.32859,21.046612,14.951957,20.817608,19.259779
1775-11-15,15.085677,15.356751,14.915718,14.86888,19.67036,10.881561,4.578793,10.310146,10.0300255,18.107594,15.76439,12.841324,21.157818,2.8477805,13.530078,8.526599,21.026667,19.776402,12.42995,19.738398,18.246746
1775-12-15,10.098589,11.166682,11.541912,11.0500345,17.050331,5.983199,1.4046279,6.280201,5.2752085,15.689249,10.343241,5.633733,15.386523,0.8358321,7.143134,4.4281707,17.997667,17.03726,7.053106,17.059896,16.131569
1776-01-15,3.245327,6.887167,4.9058623,3.8145323,12.273344,1.5735306,0.48164818,1.1076787,1.2410296,9.975799,3.267742,2.2945693,7.8465867,0.07509387,2.5722404,1.6910605,10.506371,10.589373,2.5632532,12.475371,11.002361
1776-02-15,1.1156135,3.6082745,1.2072083,1.0343376,7.739607,0.7147688,0.2082232,0.043089114,0.5688546,4.960104,1.3741829,1.4447658,4.9383817,0.008439518,0.91632634,0.5310303,5.7412753,7.228223,1.9948797,8.595493,5.758318
1776-03-15,1.5719838,4.060762,1.4764955,1.4568639,8.277268,0.9813972,0.2655011,0.54718685,0.8982513,4.4049635,2.4788837,1.7746218,5.7084956,0.11300789,1.0933173,0.86303747,6.150156,7.8719044,2.6922145,8.064836,5.804625
1776-04-15,3.9809916,5.7199907,4.945268,4.7046194,11.127327,2.4738119,0.9695209,2.1785398,2.1731272,7.669672,4.9597874,3.6759157,8.8554945,0.6375764,2.9570546,2.0456574,10.001959,11.097335,4.6053424,10.806685,9.376192
1776-05-15,7.474833,8.60177,8.856749,8.379804,15.084862,4.7385755,1.8390049,4.629531,4.110241,11.291264,8.09203,8.794542,13.286131,1.5041411,5.864661,4.381722,14.528103,14.999891,7.216361,14.331757,13.196167
1776-06-15,11.25419,11.952669,11.960414,11.557463,18.61284,7.930424,3.123471,7.411702,6.4406643,14.277566,11.159313,13.836745,17.03373,2.493742,9.404157,6.1857595,18.07557,18.22588,9.8757925,17.310246,15.603738
1776-07-15,14.11479,14.367212,14.4331455,13.928593,21.180956,10.61298,4.9472566,10.160283,9.482514,16.796528,14.409495,17.261793,20.035034,3.199101,13.184493,8.975143,20.593103,20.52834,12.519588,19.473577,17.385696
1776-08-15,15.934886,16.147268,16.191124,15.68436,22.465195,12.277965,6.8435163,12.18092,11.61915,18.624355,17.116762,19.846792,22.153454,3.7358015,16.306087,12.192841,22.37501,22.146023,14.394007,20.76883,19.00008
1776-09-15,17.03697,17.18419,16.922523,16.365995,22.675781,12.41163,8.1927595,13.035801,12.685381,19.263374,18.673958,19.756405,23.173336,4.1019583,18.173025,13.712231,23.170177,22.66397,15.754983,21.324667,19.405373
1776-10-15,17.158142,16.866793,16.28799,15.944375,20.903557,11.818398,7.4834156,12.385368,12.49399,19.349268,18.871668,17.234985,22.195004,3.8271973,17.768429,14.1172695,22.624182,21.93277,15.336076,21.03653,18.875858
1776-11-15,15.694481,15.424236,14.431183,14.218475,18.819984,10.046789,5.6134896,10.797673,10.288474,18.004005,18.00394,12.364222,20.730665,2.6901457,14.919582,10.311037,21.529573,20.984983,11.913849,20.083569,17.7983
1776-12-15,11.242746,11.462134,9.844475,10.665013,16.012974,4.606864,1.2965876,7.2125173,4.839785,15.785082,12.557498,5.8923435,16.003113,0.8022493,7.5420465,5.4156537,17.69715,19.43581,7.3413486,17.37114,15.716872
1777-01-15,2.5961523,5.9729924,4.675958,5.0470057,12.493418,1.7226994,0.2927978,1.7152207,0.7358822,10.519501,3.8264337,1.7812473,8.293457,0.0841152,3.310034,1.87413,9.212504,12.999214,3.6729937,13.316615,11.206382
1777-02-15,0.9846082,3.3021362,1.7033768,1.5882603,8.812669,0.9741248,0.101355016,0.25706992,0.385525,4.2874866,1.2124621,0.82603574,5.2363997,0.020699803,1.5870949,0.76003844,5.356428,7.515132,2.7851844,8.493019,5.4573874
1777-03-15,1.2354894,3.6139014,2.1647787,1.5637277,10.185175,1.1020288,0.1644923,0.8149843,0.68982124,4.686899,2.377664,1.3871663,5.9489746,0.150466,1.973609,1.3514086,5.2728395,7.572762,3.4310749,8.076856,5.337939
1777-04-15,3.4150991,5.098388,5.150243,5.303718,12.672381,2.008018,0.8181887,1.8328801,1.7211926,8.419221,5.1649365,3.112167,9.373716,0.6653912,3.6804013,2.65467,7.931163,11.007701,5.3144464,11.848615,9.0531
1777-05-15,7.9782605,8.700125,8.659658,9.087603,15.916942,3.6967697,1.7250181,4.7133317,3.7534914,12.220592,8.462928,7.468256,14.255172,1.5313203,6.4950333,4.6782193,12.550137,15.506419,7.630262,15.724005,12.998481
1777-06-15,11.922583,12.189013,11.202232,11.953934,18.450096,6.651351,3.1570067,7.459995,7.0447855,14.981131,11.863397,12.957464,18.348934,2.4241557,10.354184,6.909151,16.955963,19.045122,10.135285,18.18787,15.583433
1777-07-15,14.641647,14.635456,13.549879,14.201458,20.813505,9.208637,4.9357677,10.082729,10.035047,17.237991,15.141088,18.95073,21.145813,3.3388388,14.323992,9.737224,19.824722,21.490463,12.396865,20.090803,17.695045
1777-08-15,16.761793,16.282494,15.818039,15.98974,21.698513,11.460494,7.302773,11.9284115,12.070911,18.92529,17.279099,21.187431,22.56874,3.9011457,17.431997,13.376596,21.418917,22.645168,14.309852,21.456806,18.860601
1777-09-15,17.622171,17.040854,16.389217,16.627594,22.208553,12.505903,8.310276,13.0434475,13.229437,19.803186,18.696304,21.078085,23.623806,4.117989,19.975853,15.492603,22.470337,22.955719,15.257031,21.845448,19.448235
1777-10-15,17.397707,16.494467,15.704668,16.673717,20.924255,12.252087,8.308056,12.640593,13.070616,19.527542,18.936178,17.397823,23.002094,3.60864,19.610106,15.2161455,22.172588,22.35906,15.094157,21.689789,19.382431
1777-11-15,15.996439,15.751451,14.196968,15.136034,19.044739,9.655625,6.3415766,11.10835,11.043747,18.461193,17.553371,13.008342,20.511345,2.5624676,14.655371,11.948011,20.159088,21.093616,12.969832,20.577026,17.986403
1777-12-15,12.011499,13.169167,9.936738,10.492366,16.747456,4.1745095,1.8849893,6.665933,5.8778634,15.912802,12.040149,6.95373,15.655688,0.7899343,8.128093,5.3280816,16.482422,18.770012,7.4920306,18.444193,15.456547
1778-01-15,4.386924,6.680262,4.485496,5.097003,12.950594,1.3715074,0.34597707,1.7998536,1.4014117,9.431894,4.0694094,1.9447896,7.9249063,0.11648138,3.121092,1.4983108,8.072286,11.759591,3.0486536,13.778822,10.123543
1778-02-15,1.0546888,3.0292392,1.4716457,1.0810889,8.251705,0.47073132,0.014308536,0.7651832,0.5923929,4.180165,1.3214583,0.9407348,4.26112,0.013989689,0.9094318,0.40171114,5.543138,6.577887,2.1322117,8.940204,5.5062714
1778-03-15,1.4655267,3.2167466,2.183974,2.1146472,9.088871,0.88119566,0.09925395,1.158553,1.0149342,4.448703,2.5219631,0.9669903,5.140721,0.09363554,1.3556606,0.61205244,5.805526,7.2524686,2.922179,8.926678,5.360413
1778-04-15,4.0529976,4.891522,5.128488,5.386386,12.538695,1.9923505,0.91837,2.129363,2.079394,8.427149,5.605128,2.7993295,9.0162735,0.73478687,3.7523456,2.036894,8.884687,10.949268,4.907343,12.344892,8.736644
1778-05-15,8.705812,7.698349,8.595923,9.221816,16.00813,4.206541,1.8613987,4.522759,4.344645,12.471819,8.958818,6.5963883,13.8874445,1.5625627,6.9925213,3.9505973,12.919062,15.314787,7.3481035,15.967033,12.250852
1778-06-15,11.84483,11.5301285,11.324799,11.978199,18.17703,6.7701006,3.1775212,7.210931,6.941659,15.279762,11.947618,11.183804,17.69208,2.5207708,10.076242,6.6002474,16.861729,18.388687,9.695656,18.452269,14.92491
1778-07-15,14.035691,14.300576,14.141496,14.416686,20.409939,9.268466,5.713845,9.537658,9.65156,17.632362,15.493459,16.283674,21.002724,3.295579,14.153343,10.005951,19.604086,20.747616,12.384502,20.322256,16.760555
1778-08-15,15.713193,16.437643,16.197657,15.775227,21.931221,11.412169,7.862321,11.424034,11.897554,18.87558,18.095253,19.286,23.198574,3.8699248,16.862848,12.956332,21.241922,22.562477,14.914499,21.450289,18.198277
1778-09-15,16.40197,16.997646,16.792871,16.45966,21.928356,12.158229,9.582858,12.23074,12.941868,19.863392,19.532063,19.49246,23.800617,4.172269,18.191622,15.008579,22.246984,23.131721,15.394903,21.98058,19.005444
1778-10-15,16.826727,17.157887,16.319683,16.231255,20.718307,11.606486,9.884759,11.979059,12.563943,19.804068,19.641062,16.00948,23.19357,3.784515,17.50018,15.1288395,22.111433,22.519993,14.6535,21.976168,18.580898
1778-11-15,15.81816,15.377245,15.036162,14.327209,18.78582,9.902376,7.074334,10.492451,11.326447,18.644789,17.449415,10.517431,21.150356,2.4790404,12.335673,11.250299,20.76424,21.311287,12.6720085,20.697311,17.27528
1778-12-15,12.396987,10.674162,11.316051,10.5979185,16.119343,4.625948,1.83461,6.217363,6.686502,16.5215,10.6747465,5.256829,14.667776,0.81924474,6.4780245,5.084949,17.915741,18.913048,7.6003265,18.186962,15.097528
1779-01-15,3.3402214,6.534551,4.7529926,4.459944,11.182121,0.71775997,0.2471349,1.588403,1.072693,10.490692,2.3590117,1.310057,8.072589,0.17048638,2.3987446,1.2237351,11.24177,9.807691,3.3896947,14.100156,9.99296
1779-02-15,0.53973305,3.9240322,1.20649,0.88788927,8.103224,0.20645761,0.035208065,0.41406024,0.40501574,5.0675206,0.82037115,0.5416552,4.590385,0.027502328,1.0019175,0.45373073,6.1372213,6.481242,2.3517106,8.521652,5.8840046
1779-03-15,1.2586066,3.9203095,1.4672875,1.1303213,9.347529,0.6831695,0.13624275,1.006511,0.61219364,5.305404,1.6570349,0.82677263,5.443267,0.16002047,1.1635493,0.4800008,7.080515,7.182648,3.124279,7.509409,5.352507
1779-04-15,3.3992589,5.627438,4.7063775,4.806208,12.297756,2.062382,0.8194297,2.4672344,2.0425134,9.1629505,4.275304,2.7297077,8.484387,0.71830904,2.8709178,2.0948477,11.080836,10.826489,4.6258655,11.247702,8.126949
1779-05-15,8.009291,9.212307,8.657833,8.16101,15.27714,4.135788,1.8792654,5.087386,4.4712515,12.898628,7.404574,7.3006487,12.911501,1.7549016,6.1127157,4.136195,15.393745,15.21702,7.114669,15.278794,11.780928
1779-06-15,11.558883,12.279751,11.5356,11.228651,18.116436,6.655788,3.4098427,7.830222,7.7200933,15.998108,11.2772255,11.510647,16.680807,2.9840016,9.8126955,7.1723,18.27673,18.873428,9.847707,18.191135,14.890278
1779-07-15,13.984701,14.57494,14.426987,13.891241,20.59645,9.293584,5.706825,10.104137,10.517799,18.24406,14.709807,16.730473,20.006853,3.9102833,13.259213,10.454575,20.584824,21.046001,12.618248,20.170082,16.796795
1779-08-15,15.61378,16.497229,16.776215,15.872509,22.304907,11.2119,8.256884,11.608234,12.203646,19.642685,17.303835,19.606962,22.640236,4.5257196,16.703836,13.851021,22.086594,22.519875,14.794427,21.285254,18.487968
1779-09-15,16.572765,17.71336,17.578545,15.929582,23.002377,11.824936,9.390676,12.4181385,13.212048,20.506386,18.850782,19.921307,23.470413,4.669773,18.673018,16.247593,22.939096,22.798723,15.565497,21.711117,19.094032
1779-10-15,16.541672,17.98194,17.063868,15.84837,21.809013,10.842339,9.381941,12.287036,13.051332,20.298561,18.940897,17.119434,22.767828,4.273746,18.342537,16.05925,22.52752,22.520687,14.985462,21.383953,18.897654
1779-11-15,15.20073,16.30582,15.544034,14.202525,19.759699,8.735581,7.1903443,9.94461,11.097334,19.049236,16.757212,12.513522,20.80489,2.9982586,14.362798,12.1848755,20.546629,21.030115,12.626801,20.175192,17.80358
1779-12-15,11.444194,12.450469,10.992224,9.624292,16.796873,3.4560447,2.9949527,4.9196467,7.1782217,16.086395,10.924513,4.6418333,15.862157,0.70056224,7.2360654,6.4007254,17.051369,17.922867,7.610438,17.670534,15.676189
1780-01-15,3.2740088,5.9630737,4.0373573,4.7047563,12.240821,0.5652819,0.8123106,1.9244004,1.355253,10.57057,2.6765862,1.4729178,6.481727,0.053980205,2.8893054,1.8993694,9.654638,13.253548,2.9669652,12.961622,10.754538
1780-02-15,0.6353232,3.8009615,0.9544912,1.7970588,7.944117,0.27850544,0.37392187,0.9625118,0.38106292,5.7500796,1.089454,0.6733774,3.7084389,0.0017294035,1.0147054,0.5465375,5.604981,8.80562,2.2439814,9.57696,5.6184745
1780-03-15,1.0273538,3.825863,1.1487874,1.948903,9.084908,0.535048,0.6175557,1.3669046,0.73343235,5.825896,2.1072304,1.2468524,4.4300175,0.11653193,1.4749678,0.9649337,5.9076614,8.79455,2.8205051,9.193171,5.1529603
1780-04-15,3.2522807,5.0024753,4.364221,4.8568335,12.037638,1.5946333,1.6076866,2.4047556,2.3263178,8.901013,4.703975,3.519823,8.244364,0.6361011,3.1034276,2.5255475,9.309219,12.030987,4.8445683,12.211416,8.460805
1780-05-15,7.355485,8.818792,8.193305,8.220465,15.34235,3.4800196,3.1949525,4.3560843,4.441455,12.782358,7.93556,7.755873,13.4131975,1.5174925,6.3063374,4.9384265,13.848005,15.883705,7.1027737,15.882664,12.535036
1780-06-15,11.375126,12.5624485,11.4971695,10.785781,18.45314,5.5286207,4.9694414,6.939193,7.6930785,15.835978,11.49223,13.451388,17.67729,2.517947,9.711585,7.627324,17.524607,18.841932,10.141838,18.153013,15.458058
1780-07-15,13.954733,14.642149,14.452985,13.1411705,20.809166,7.6747503,7.9562535,9.244164,10.679869,18.011105,15.29575,18.590508,21.147709,3.331556,13.096158,11.164516,19.762539,20.787733,13.127418,20.186499,17.453598
1780-08-15,15.668123,16.60164,16.355705,14.770585,22.135677,9.693046,9.936217,11.132809,12.98418,19.590044,17.497713,20.790287,23.0667,4.05249,16.835276,14.867833,21.358236,22.08593,15.199012,21.471958,18.76694
1780-09-15,16.540907,16.924261,16.974146,15.620863,22.290312,10.224401,10.467189,11.722253,13.837138,19.686031,18.537605,20.50848,23.948494,4.2096024,18.898666,17.47155,22.011545,22.491276,15.864499,22.25917,19.047014
1780-10-15,16.455732,16.718912,16.856293,15.428406,21.221336,9.974339,10.292615,11.381481,13.139952,19.645306,18.628843,17.248205,23.389736,3.79074,17.999445,17.196728,21.877934,22.360569,14.9524555,22.126774,18.97646
1780-11-15,15.327345,14.765378,15.436363,14.192492,19.236565,8.48368,8.925939,9.9380665,11.486291,18.673485,17.051413,11.730738,21.002851,2.6585379,12.97732,11.995306,19.976055,21.313002,12.488487,20.919836,17.80407
1780-12-15,11.706835,10.494302,11.31541,10.55565,16.502,3.7677395,4.7110233,4.900996,6.7688704,16.097414,9.738064,4.9604635,16.471527,0.7424471,8.455106,6.5338845,16.248154,19.578743,7.938859,18.017906,14.9180565
1781-01-15,4.4569674,6.500856,4.2907505,4.624217,12.823996,0.39816093,1.1140834,0.73177254,1.828427,9.731762,3.3574822,2.2344792,8.836015,0.11044638,2.7338529,1.7791958,8.794316,11.770071,3.3449862,12.964861,10.217605
1781-02-15,0.7628107,3.970267,0.63353366,1.3994479,8.732176,0.07796598,0.6397489,0.34079653,0.98320496,5.258185,1.4832437,1.066305,5.3366632,0.040378027,0.8897913,0.4843301,5.0512314,7.518997,2.2267804,8.735001,5.639952
1781-03-15,1.7526816,4.2250843,1.1048301,1.20261,9.539342,0.21535268,0.81999767,0.6580593,1.6994765,5.233259,2.7660165,1.5008564,6.6239924,0.11770204,1.209871,0.8636892,5.7827344,7.76544,2.8303962,7.932962,5.511598
1781-04-15,4.8744917,5.5187626,4.814882,5.3063464,12.751673,1.4743495,1.9279606,1.599892,3.1330645,8.255085,5.836622,4.0074105,9.933918,0.5612047,2.9270866,2.0965772,8.819645,11.436538,4.616904,11.781713,8.933866
1781-05-15,9.399305,8.4855,8.611386,8.926344,16.142387,3.3810146,3.523672,3.107659,5.8069506,11.964222,9.004305,8.995845,14.367712,1.4171231,5.4866734,4.2133446,12.973121,15.503632,7.3902884,15.502326,12.486095
1781-06-15,12.3381815,11.589591,11.649202,11.516098,18.829842,5.5233836,6.2802043,5.356759,9.334288,15.029598,12.129228,14.553129,17.676865,2.3358603,9.525541,7.698767,17.116556,19.028816,9.768017,18.39561,14.861869
1781-07-15,14.759769,14.539131,14.441385,14.174732,21.150505,8.3315325,8.553379,7.92618,12.008554,17.579174,15.27028,19.027538,20.531834,3.0566933,13.153077,11.164135,19.68549,20.824772,12.966115,20.29364,17.173138
1781-08-15,16.515732,16.659746,16.1321,15.846836,22.75012,10.359411,10.119419,10.037053,13.6243515,19.135674,17.39722,20.503735,22.738205,3.5134401,17.316088,15.053229,21.42858,22.63372,14.961625,21.488749,18.42772
1781-09-15,17.275854,17.300577,16.675314,16.756199,22.700336,11.215083,10.653055,11.124733,14.043345,20.039013,18.596022,19.828014,24.036316,3.739478,19.361494,17.687048,22.060678,23.378143,16.29623,22.157166,19.08245
1781-10-15,17.142391,17.08994,16.208508,16.75444,21.679129,10.680445,10.4862995,10.439955,13.991987,19.896751,18.839067,18.047916,22.72706,3.7175198,18.608768,17.104355,21.532322,22.660168,14.999316,21.734806,19.049305
1781-11-15,15.844784,15.725061,15.500737,14.77429,19.476551,8.866583,8.90833,8.988129,11.907194,18.356194,17.07189,12.688581,20.715515,2.8060012,15.348232,12.234625,20.455626,21.177097,12.632206,20.517353,18.12502
1781-12-15,11.511398,12.191393,11.307984,11.060366,16.36808,3.9763079,4.149952,4.6127634,5.969635,15.931402,11.53936,6.0715446,16.04115,1.0862982,7.6229997,6.1342926,16.625948,18.468811,6.7563353,18.264729,15.110489
1782-01-15,4.250632,6.251473,4.8265357,4.095967,11.295814,0.8500989,1.1164142,0.8850492,1.1926873,10.292965,2.8016539,2.0113273,6.8197565,0.15894993,2.4838958,1.7501107,8.01863,12.264679,3.4695683,13.950715,9.391407
1782-02-15,1.36522,4.328506,0.8059008,1.0288112,7.211953,0.31420484,0.44440427,0.12825215,0.5381101,5.2309957,0.91938126,0.9608935,3.7659543,0.05914729,0.70765847,0.5829109,4.4980106,6.9328437,2.8077984,8.214099,5.3619533
1782-03-15,1.6418291,4.2508426,1.1732255,1.3457465,8.346225,0.55946183,0.7225514,0.61927676,0.8288589,5.239838,2.0869353,1.2975758,4.19874,0.14424178,0.84861577,1.1413771,5.0404344,7.7258587,3.5033374,8.059854,5.0737686
1782-04-15,4.169935,5.992377,5.252102,4.271894,11.92302,1.5888253,1.6892726,1.6544358,1.9756287,8.300703,4.744569,4.834174,6.883223,0.62284875,3.2308092,2.334599,8.432646,11.944595,5.001962,11.440444,8.013819
1782-05-15,7.6189365,9.367132,9.017184,8.096761,15.180595,3.5194025,3.1436145,3.0592082,4.3121433,11.942011,8.175421,9.86293,11.619086,1.3632085,6.2592793,4.056082,13.36865,15.852785,7.157956,15.46082,11.425827
1782-06-15,11.17524,12.554808,12.202744,11.024087,18.093102,5.437632,5.302553,5.0180387,7.244002,15.281407,12.094092,15.852941,15.919168,2.2780719,10.320138,6.5943346,16.849646,18.815166,9.70065,18.463968,14.60808
1782-07-15,14.089621,15.064243,14.766346,13.78305,20.21386,9.201703,8.3148155,7.3160186,10.211756,17.951565,15.418881,20.478588,20.016043,3.0757127,14.614435,10.742686,19.143288,20.976883,12.063444,20.46799,17.023617
1782-08-15,16.134687,16.768055,16.799654,16.044504,21.925232,11.152191,10.194313,9.935649,12.7833,19.697117,17.738312,21.856853,22.375587,3.6372066,18.542889,14.455996,20.741745,22.411184,14.6761055,21.705761,18.832321
